study_programme_name,hogeschool,study_programme_type,study_programme_location,study_programme_language,study_programme_length,text
hbo-ict,NHL Stenden Hogeschool,B,Leeuwarden,Nederlands,4 jaar,ICT-oplossingen webtechnologie organisatie-inrichting daarachter klachtenafhandeling verzekeringsmaatschappij aluminiumfabriek Stenden bedrijfsuitdaging hbo-masteropleidingen
elektrotechniek,NHL Stenden Hogeschool,B,Leeuwarden,Nederlands,4 jaar,pedelec electrical wedstrijd circuit telecommunicatie-ontwerp projectvaardigheden stage-opdracht Stenden
communication and multimedia design,NHL Stenden Hogeschool,B,Leeuwarden,Nederlands,4 jaar,designoplossingen Stenden-opleiding NT NT leertraject Film afstudeerfase
civiele techniek,NHL Stenden Hogeschool,B,Leeuwarden,Nederlands,4 jaar,denker rioleringen NT NT polder fundatiecursussen tekening begroting problematiek klimaatontwikkelingen waterbeheersing intercultureel constructeur wegontwerper projectorganisaties
chemische technologie,NHL Stenden Hogeschool,B,Leeuwarden,Nederlands,4 jaar,dosis eigenschap reactoren technoloog site watertechnologie pilot
chemie,NHL Stenden Hogeschool,B,"Leeuwarden, Emmen",Nederlands,4 jaar,Stenden Polymers Stenden
werktuigbouwkunde,NHL Stenden Hogeschool,B,"Leeuwarden, Emmen",Nederlands,4 jaar,werktuigen matrijs spuitgietmachines composiet Polymers frisdrankflessen realiteit frituurolie
serious gaming,NHL Stenden Hogeschool,M,Leeuwarden,Nederlands,1 jaar,game-interventies abstractie coördinator
computer vision & data science,NHL Stenden Hogeschool,M,Leeuwarden,Nederlands,1 jaar,inspectietaak opstaat camera's classificatie smokkelwaar beelddata aspirant programmeercompetenties breid specificaties klantspecificaties schaalbaar inzetbaarheid contextniveau
design driven innovation,NHL Stenden Hogeschool,M,Leeuwarden,Nederlands,1 jaar,voedseltransitie verdeling docent-onderzoekers innovator mailtje aanleiding expertcolleges
marine shipping innovations,NHL Stenden Hogeschool,M,Terschelling,Nederlands,2 jaar,scheepvaart beroepssituatie kernmodules opleidingscompetenties moduleopdrachten
it service management,NHL Stenden Hogeschool,AD,Leeuwarden,Nederlands,2 jaar,ICT-dienstverlening pan ICT-processen ICT-dienstverlening gebruikersafdeling ICT-infrastructuur ICT-dienstverlening ICT-adviseur Klantgerichtheid to-face overtuigingskracht Stenden
industriële automatisering en robotica,NHL Stenden Hogeschool,AD,"Leeuwarden, Emmen",Nederlands,2 jaar,productiviteitsverhoging Ad-opleiding productiviteit duaal gezin studie-ervaring aanpassing besturingsprincipes roboticavraagstuk eindwerk
maritieme techniek,NHL Stenden Hogeschool,AD,Leeuwarden,Nederlands,2 jaar,scheepswerven vakmanschap contactdag leslocatie
cyber safety & security,NHL Stenden Hogeschool,AD,Leeuwarden,Nederlands,2 jaar,verstoring uitval systeemfouten geschiktheid dreiging aanbevelingen scannen
applied data science & artificial intelligence,Hogeschool Rotterdam,B,Rotterdam,Nederlands,4 jaar,trackers media-analyses koopgedrag opschonen data-gedreven artikel platformen kleven ongewenst artificial Ministerie NT A Databasespecialist Webdeveloper Software-tester onderzoeksthema studiothema cities tracking dokter patiëntendossiers societies data-engineering bewuster machinelearning verkenning ontwikkelreis loer
informatica,Hogeschool Rotterdam,B,Rotterdam,Nederlands,4 jaar,IT-opleiding C informaticavakgebied dagplanning projectontwikkelmethodieken
watermanagement,Hogeschool Rotterdam,B,Rotterdam,Nederlands,4 jaar,straten ideeënbedenker strijd waterschappen verdroging RDM-terrein waterplein paal omgang achtergrondkennis regenval Ecologie zuurstof zoutgehalte uitkomsten straatniveau regentonnen achterhoofd waterketen verharding riool waterproblematieken belangenorganisaties riolering Environmental Ecosystem-based
technische informatica,Hogeschool Rotterdam,B,Rotterdam,Nederlands,4 jaar,C operatierobot sorteercentra lampen Defensie Ministerie NT automated toekomstplannen
technische bedrijfskunde,Hogeschool Rotterdam,B,Rotterdam,Nederlands,4 jaar,dienstverlening kostprijzen allrounders Ministerie NT A verdiepingsproject
ruimtelijke ontwikkeling,Hogeschool Rotterdam,B,Rotterdam,Nederlands,4 jaar,planologie procent projectleider Ministerie maatvoering verkaveling Stadmaken Metropoolvorming groeiplan gebiedsontwikkelaar Afronden Conflicthantering masterrichting Planologie
mens en techniek,Hogeschool Rotterdam,B,Rotterdam,Nederlands,4 jaar,zorgverleners bloeddrukmeters operatiekamers eromheen Ministerie NT deel-)opdrachten procesbegeleider vaardighedenlijn risicoanalyse Gezondheidswetenschappen
maritieme techniek,Hogeschool Rotterdam,B,Rotterdam,Nederlands,4 jaar,afstandje sleepboten scheepsbouwers typen zeilen Ministerie NT scheepsconstructie Dredging hbo-master
maritiem officier,Hogeschool Rotterdam,B,Rotterdam,Nederlands,4 jaar,dorp stroom zeevaartopleiding zeevaart Ministerie studiekeuzegesprek praktijkruimtes hbo-kwalificaties tanker
logistics engineering,Hogeschool Rotterdam,B,Rotterdam,"Nederlands, Engels",4 jaar,hubs duurzaamheidsdoelstellingen ketens kranen transportmodaliteiten goud Ministerie NT A rapporteren transportprobleem
automotive,Hogeschool Rotterdam,B,Rotterdam,Nederlands,4 jaar,topsnelheid plaatje schoner ontwerper/constructeur NT topdocenten interieurverlichting car mobiliteitsprobleem mock-up Automotive-opleidingen
werktuigbouwkunde,Hogeschool Rotterdam,B,Rotterdam,Nederlands,4 jaar,scooters carrièremogelijkheden afdelingsleider inspecteur monteurs planners inkopers regelgevers beroepsdomeinen
industrieel product ontwerpen,Hogeschool Rotterdam,B,Rotterdam,Nederlands,4 jaar,maker inspiratie bereikbaarheid wonder topopleiding NT meeloopstage vaardigheidscases gebruiksonderzoek productpresentatie ochtend middag studieruimtes mens/zorg stadsnatuur IPO-leeruitkomsten Afstudeerprojecten zeep autisme hbo-masterprogramma
creative media and game technologies,Hogeschool Rotterdam,B,Rotterdam,Nederlands,4 jaar,techniekfilosofie collegezalen full-stack contracten Agencies Total spelers veelzijdigheid Ministerie NT A Media-en lat ontwerpvlak
biologie en medisch laboratoriumonderzoek,Hogeschool Rotterdam,B,Rotterdam,Nederlands,4 jaar,biobrandstof nano-niveau voedselkwaliteit plant Ministerie NT A afstudeerders
bouwkunde,Hogeschool Rotterdam,B,Rotterdam,Nederlands,4 jaar,kantoren standpunten Ministerie NT havo/vwo wetswijziging fases architecten
chemie,Hogeschool Rotterdam,B,Rotterdam,Nederlands,4 jaar,must Ministerie NT A beantwoording colloïdchemie
chemische technologie,Hogeschool Rotterdam,B,Rotterdam,Nederlands,4 jaar,bevriezing warmtewisselaar boom feitjes aarde brandstoffen procesinstallaties brandweer samenwerkingsverband Ministerie NT A
civiele techniek,Hogeschool Rotterdam,B,Rotterdam,Nederlands,4 jaar,metrotunnels hartje woonomgevingen windmolenpark NT eindexamenvak waterhuishouding kademuur vervanging tweetal tussenjaar
communication and multimedia design,Hogeschool Rotterdam,B,Rotterdam,Nederlands,4 jaar,tikkie Paard observaties webbouwer stagiaires CMD'ers Ministerie projectteam CMD-er CMD-er
elektrotechniek,Hogeschool Rotterdam,B,Rotterdam,Nederlands,4 jaar,wekken defensie Ministerie NT power steun
shipping and transport,Hogeschool Rotterdam,M,Rotterdam,Engels,1 jaar,scheepvaartbedrijven overwegingen rederijen kenniscentra shipping vitae different take handling connections processes questions finances
river delta development (joint degree),Hogeschool Rotterdam,M,Rotterdam,Engels,2 jaar,thuisbasis zeespiegels harmonie deltasystemen kustgebieden selectieprocedure Studentenbureau
ict internet of things,Hogeschool Rotterdam,AD,Rotterdam,Nederlands,2 jaar,stoplichten vuilniscontainers bed Ad-opleiding installateur userinteractie
data analytics,Hogeschool Rotterdam,AD,Rotterdam,Nederlands,2 jaar,basisvaardigheden dashboards
smart technology,Hogeschool Rotterdam,AD,Rotterdam,Nederlands,2 jaar,schaalbaarheid voedingsmiddelenindustrie PLC-techniek sensortechniek bedrijfsveiligheid topsectoren
software development,Hogeschool Rotterdam,AD,Rotterdam,Nederlands,2 jaar,Ministerie NT computervirus
engineering,Hogeschool Rotterdam,AD,Rotterdam,Nederlands,2 jaar,voltijdstudenten Ministerie NT proceskunde storingsanalyse
integraal bouwmanagement,Hogeschool Rotterdam,AD,Dordrecht,Nederlands,2 jaar,BIM-modelleur onderaannemers
information security,Hogeschool Rotterdam,AD,Rotterdam,Nederlands,2 jaar,dreigingsanalyses IT-maatregelen informatiebeveiligingsbeleid beschikbaarheid integriteit vertrouwelijkheid Ministerie NT dreigingsanalyse
archeologie,Saxion,B,Deventer,Nederlands,4 jaar,vondsten vondstcategorieën registratie opgravingen afgraving hoogtemetingen verdiepingsslag Oppervlaktekartering prehistorie bronstijd publieksbereik Thuisgroepen Verbreden erfgoedbeleid cultuurlandschappen keuzeblokken masterspecialisatie erfgoedspecialist onderzoeksstrategie Rijksuniversiteit
technische natuurkunde,Saxion,B,Enschede,Nederlands,4 jaar,proeven straling inschakelen tumoren SMS-training gewoontes gedachtes Enabling
technische informatica,Saxion,B,Enschede,Nederlands,4 jaar,robotgrasmaaier C C weerstation hartslagmeter Thales Saxion-lectoraten ICT-systemen
technische bedrijfskunde,Saxion,B,"Enschede, Deventer",Nederlands,4 jaar,TBK'er verbeteringen Procesmanagement Processimulatie Verandermanagement Procesinnovatie procesinnovaties doorstudeerders commissies feesten borrels werkhouding
ruimtelijke ontwikkeling,Saxion,B,Deventer,Nederlands,4 jaar,
mechatronica,Saxion,B,Enschede,Nederlands,4 jaar,stofzuigerrobot soldeer meten actuatoren
industrieel product ontwerpen,Saxion,B,Enschede,Nederlands,4 jaar,product-markt-combinaties verzorging Materialisatie productmodellen productonderdelen productontwikkelingsproces oplaadfunctie
hbo-ict,Saxion,B,"Enschede, Deventer",Nederlands,4 jaar,beveiligen continue life fundamentals missie IT-strategie Model-driven Requirement IT-wensen slotte greep specialisatiefase
forensisch onderzoek,Saxion,B,Enschede,Nederlands,4 jaar,mannen vrouwen witten ongevallen branden incidenten wiskunde/statistiek forensics wetgeving toedracht hypotheses brandversnellers ramp gebeurtenis schoenafdrukken gegevensdragers Wetgeving VerbergenVakken Criminologie
fashion & textile technologies,Saxion,B,Enschede,"Nederlands, Engels",4 jaar,pionier voetafdruk fashion cirkel sportkleding inkoper planet computerlokaal losstaan textielbedrijf
elektrotechniek,Saxion,B,Enschede,Nederlands,4 jaar,micro-elektronica micro energievraagstukken robotracewagen gelijkstroom C Ontwerpmethodieken Procesautomatisering compatibiliteit automatiseringsproject VerbergenOnderwerpen EIE Datanetwerken grids automatiseringssysteem
creative media and game technologies,Saxion,B,Enschede,Engels,4 jaar,Kunstenaar Unity-fundamenten Kernvaardigheden Programmeerfundamenten Shader-programmering Kunstenaar Producing
civiele techniek,Saxion,B,Enschede,Nederlands,4 jaar,verkeersknooppunten parkeergarages hbo-vaardigheden Stroomgebied bouwsector BIM-engineering
chemische technologie,Saxion,B,Enschede,Nederlands,4 jaar,basistheorie destillatiekolom koeltoren bierleiding procesveiligheid bezinking Onderzoeksprojecten Onderzoeksprojecten ​Stage leer
chemie,Saxion,B,"Enschede, Deventer",Nederlands,4 jaar,Polymeerchemie Chemical fingerprinting mining Grensvlakchemie bedrijf/instelling
bouwkunde,Saxion,B,Enschede,Nederlands,4 jaar,klimaatadaptie bouwtechnieken klantbehoeften managementkant winkel sportgebouw
biologie en medisch laboratoriumonderzoek,Saxion,B,"Enschede, Deventer",Nederlands,4 jaar,enzymen honing metabolisme bloedstolling uitslag
werktuigbouwkunde,Saxion,B,Enschede,Nederlands,4 jaar,WB bedrijfspresentaties plc-besturing gassen
applied nanotechnology,Saxion,M,Enschede,Engels,2 jaar,kenmerk fusie concentraties micro-/nanosensoren point-of-care-test speeksel systeemmodellering R&D-omgeving
robotics systems engineering,Saxion,M,Enschede,Engels,1.5 jaar,changers methodologie
master of urban and area development (joint degree),Saxion,M,Utrecht,Nederlands,2 jaar,provincies projectontwikkelaars gebiedsmanagers onderzoekscompetenties keuzemodulen veranderingsprocessen contexten onderhandelingen
innovative textile development,Saxion,M,Enschede,Engels,1.5 jaar,textielinnovatie Science-diploma tutor projectdocent conceptualisering onderzoeksmethodologieën format Onderzoeksmethodologie Co-creatie Manager Managing crossovers
ict: software engineering,Saxion,M,Deventer,Engels,1 jaar,softwarespecialist bezitten Science-diploma onderzoeksmethodologie waarschijnlijkheid programmeerconcepten programmeerparadigma's softwareontwerpfilosofie transfer
engineering,Saxion,AD,Enschede,Nederlands,2 jaar,erken professionaliteit takeholders opleidingsduur Vernieuwing intensivering wiskundeonderwijs wiskundebasis Differentiëren procesbesturing productieoptimalisatie
software development,Saxion,AD,"Enschede, Deventer",Engels,2 jaar,héél kantoortuin aard coachen bedrijfscultuur vulling
bouwkunde,Saxion,AD,Enschede,Nederlands,2 jaar,bachelortitel BIM-gebied BIM-omgeving Beheren Meten ICT-toepassingen
biologie en medisch laboratoriumonderzoek,Hogeschool Utrecht,B,Utrecht,Nederlands,4 jaar,leukemie allergie dementie eiwittechnieken ebola epidemie
built environment,Hogeschool Utrecht,B,Utrecht,Nederlands,4 jaar,energiegebruik wiskunde)- isolatie sloopafval lesblok Geografie Planologie
chemie,Hogeschool Utrecht,B,Utrecht,Nederlands,4 jaar,syntheses alcohol pijnstillers afstudeertitel
chemische technologie,Hogeschool Utrecht,B,Utrecht,Nederlands,4 jaar,liters kilo tonnen vaccinproductie reactiekinetiek stroming doorrekent reactortechnologie
communication and multimedia design,Hogeschool Utrecht,B,Utrecht,Nederlands,4 jaar,CMD'er communicatieorganisatie designbureau profitorganisatie
elektrotechniek,Hogeschool Utrecht,B,Utrecht,Nederlands,4 jaar,Energietechnologie modelleren/simuleren energieproducent gebouwontwikkelaar procesautomatisering
hbo-ict,Hogeschool Utrecht,B,Utrecht,Nederlands,4 jaar,tegengaan knuffelrobot kleuters ICT-specialist afvalbak ICT-keuzerichting
technische bedrijfskunde,Hogeschool Utrecht,B,Utrecht,Nederlands,4 jaar,ICT-oplossingen voorraad kostprijs trap pakketkluizen Quest-opdrachten duurzaamheidsplan schakelsemester
werktuigbouwkunde,Hogeschool Utrecht,B,Utrecht,Nederlands,4 jaar,huid afgeeft koelmachine basisstof mens-aangedreven
human-centered artificial intelligence,Hogeschool Utrecht,M,Utrecht,Nederlands,1 jaar,ChatGPT studiehulp onderwijssysteem programmeerervaring bereidheid AI-modellen data-extractie data-preparatie transparantie learning-modellen bedrijfssystemen learning-structuur pipelines
master of urban and area development (joint degree),Hogeschool Utrecht,M,Utrecht,Nederlands,2 jaar,vernieuwing gebieds-ontwikkeling agendavorming ontsluiting seniorniveau
next level engineering,Hogeschool Utrecht,M,Utrecht,Engels,1 jaar,bachelorstudent systeemvisie tracks engineeringprojecten benaderingen bootcamp C C systeemverbetering C systeemgrenzen complexiteitsmodellen cyclus C feedbacksessies
bouwmanagement,Hogeschool Utrecht,AD,Utrecht,Nederlands,2 jaar,BIM-modelleur BIM-modelleur BIM-modelleur BIM-modelleur BIM-model draagconstructies bouwvoorbereiding BIM-modellen warmteverlies BIM-model BIM-afdeling ontwerpniveau woningbouwcorporaties
digitale techniek & media,Hogeschool Utrecht,AD,Utrecht,Nederlands,2 jaar,video's producties TV streaming uitzendingen radiostations broadcasting TV radio production-omgeving werksessies belichting
engineering,Hogeschool Utrecht,AD,Utrecht,Nederlands,2 jaar,verbinder leerteam energieopwekking
software development,Hogeschool Utrecht,AD,Amersfoort,Nederlands,2 jaar,basisconcepten datastructuur
river delta development (joint degree),Van Hall Larenstein University of Applied Sciences,M,Leeuwarden,Engels,2 jaar,pressing sea bridges between Bring advances locations possibilities rises farmers places Studying agencies living possible interventions testing order records language words becoming flooding businesses universities consulting river
bouwkunde,Windesheim,B,"Zwolle, Almere",Nederlands,4 jaar,modeleren praktijkruimte beton materiaalkeuze kantoorgebouw fietsenstalling bouwmethodiek entree gezinnen uitkijktorens Oostvaardersplassen vastgoedsector kwaliteitsborging bouwafval labeltransitie huursector appartementen transitievisie
civiele techniek,Windesheim,B,Zwolle,Nederlands,4 jaar,begaanbaar omgevingsbelangen asfalt werknemer Geo-Engineering
elektrotechniek,Windesheim,B,Zwolle,Nederlands,4 jaar,Passen accu SMD-soldeerapparatuur SMD-soldeerapparatuur balanshandhaving www.studiekeuze123.nl lesgeven
engineering,Windesheim,B,Almere,Nederlands,4 jaar,ondernemer basisjaar studiekeuzes marketingplannen computertekenen straatpaaltje
hbo-ict,Windesheim,B,"Zwolle, Almere",Nederlands,4 jaar,ICT-sector ICT-vakgebied praktijkbehoeften weloverwogen studentbegeleider studiebegeleider cloudomgevingen
industrieel product ontwerpen,Windesheim,B,Zwolle,Nederlands,4 jaar,rapportage beleving designgeschiedenis projectafsluiting STUIP-leden kantine studievakken klankbord tablettekenen milieubewust productontwerp-studenten double analysevaardigheden
logistics engineering,Windesheim,B,Zwolle,Nederlands,4 jaar,boodschappen miljoen transporteur Professionaliseren Transportmodaliteiten Overslag winkelorganisatie filialen pakketbezorging muur
ruimtelijke ontwikkeling,Windesheim,B,Zwolle,Nederlands,4 jaar,leefomgevingen concentreer mobiliteitsorganisaties oplossingsstrategieën cluster ontwerpprogramma Doorstroomnorm cycling Planologie Geografie Planologie
technische bedrijfskunde,Windesheim,B,Zwolle,Nederlands,4 jaar,leid bladblazers treinen kabels frustraties clubjes leermethode MBA
werktuigbouwkunde,Windesheim,B,Zwolle,Nederlands,4 jaar,hefmechanisme productiemachine testinstallatie gaswinningsinstallatie tilhulpmiddel
bouwkunde,Windesheim,AD,Almere,Nederlands,2 jaar,bouwregelgeving degree-niveau calculatieproces baten
industriële automatisering en robotica,Windesheim,AD,Zwolle,Nederlands,2 jaar,taakgebied programmeur machine-hardware ISA88 C interoperabiliteit sub commissie
software development,Windesheim,AD,Almere,Nederlands,2 jaar,webdevelopment C afstudeer-Comakership
technische bedrijfskunde,Windesheim,AD,Zwolle,Nederlands,2 jaar,productkwaliteit toewerken dienstenmanagement productinformatie Procesmanagement waardepropositie
applied science,Zuyd Hogeschool,B,"Heerlen, Geleen",Nederlands,4 jaar,Neem stagemoment borstprothesen borstkankerpatiënt klimgrepen zonlicht onderwijspartner onderzoeksomgeving gaten loodjes bioprinter
built environment,Zuyd Hogeschool,B,Heerlen,Nederlands,4 jaar,turborotondes levensloopbestendigheid ligplaatsenverhuur stadsrand sollicitatietraining ontwerpvoorstel docentbegeleider kantoorpanden vastgoedbeheerder
communication and multimedia design,Zuyd Hogeschool,B,Maastricht,Nederlands,4 jaar,stellage communicatie-oplossingen verzoeken programeertalen copywriting vindbaarheid beeldscherm typografie ontwerpfilosofie kleurgebruik film workshop ontwikkelingsplan elevator branding reporter coacht einddoel treinbank magie Bedrijfscommunicatie
engineering,Zuyd Hogeschool,B,Heerlen,Nederlands,4 jaar,A toelatingsgesprek schietmechanisme energieomzettingen adviseer bierbrouwer brouwproces Kunststoftechniek klimgreep mini-fabrieken
hbo-ict,Zuyd Hogeschool,B,Heerlen,Nederlands,4 jaar,tv bedient filmsuggesties aanpakkers informatiebeveiligingsplan
mens en techniek,Zuyd Hogeschool,B,Heerlen,Nederlands,4 jaar,longmetingen E toelaten Longen bloedsomloop Meten Interpretatie stagebegeleider koffers afstudeervariant menu ziekenhuisafdeling lichaamsfuncties sporters
technische bedrijfskunde,Zuyd Hogeschool,B,Heerlen,Nederlands,4 jaar,flexibeler zomervakantie ketenoptimalisatie ERP-systemen Sigma
engineering,Zuyd Hogeschool,AD,Heerlen,Nederlands,2 jaar,poosje
ict,Zuyd Hogeschool,AD,Heerlen,Nederlands,2 jaar,ad-opleiding ict-bedrijven
