study_programme_name,hogeschool,study_programme_type,study_programme_location,study_programme_language,study_programme_length,text
automotive,Fontys,B,Eindhoven,Nederlands,4 jaar,WIS WIS Fontys-opleiding
elektrotechniek,Fontys,B,Eindhoven,"Nederlands, Engels",4 jaar,Fontys-opleiding Fontys-opleiding Fontys-opleiding EXPO-projecten
werktuigbouwkunde,Fontys,B,"Eindhoven, Venlo","Nederlands, Engels",4 jaar,WIS Niet-verwante Fontys-opleiding
toegepaste wiskunde,Fontys,B,Eindhoven,"Nederlands, Engels",4 jaar,WIS Fontys-opleiding MATLAB
hbo-ict,Fontys,B,"Eindhoven, Tilburg",Nederlands,4 jaar,ChatGPT
industrieel product ontwerpen,Fontys,B,Venlo,Nederlands,4 jaar,wiB wiA wiB Fontys-opleiding Fontys-opleiding Fontys-opleiding
logistics engineering,Fontys,B,Venlo,"Nederlands, Engels",4 jaar,wiB wiA wiB Fontys-opleiding warehousing
mechatronica,Fontys,B,"Eindhoven, Venlo",Nederlands,4 jaar,zorgsector agrosector revolutie vakdeskundigheid WIS WIS Bijscholing Fontys-opleiding automation Brainport productierobot robotarm
mens en techniek,Fontys,B,Eindhoven,Nederlands,4 jaar,bewegingsbeperking ongeluk vergroeiing bandages Techniek-opleiding Fontys-opleiding beroepsvraagstuk zorgvernieuwing protheses designtechnieken TUDelft Rijksuniversiteit
technische bedrijfskunde,Fontys,B,"Eindhoven, Tilburg",Nederlands,4 jaar,
digital technology engineering,Fontys,M,Eindhoven,Engels,2 jaar,productintegratie bedrijfsontwikkeling minimumscores EU-studenten aanmeldingsformulier onderwijsaanbod choices Collecting analyzing Communicating sensors stadia technologieoplossing
applied it,Fontys,M,Eindhoven,Engels,1 jaar,incorporating documenting allowing interest regularly aspiraties
system design,Fontys,M,Eindhoven,Engels,2 jaar,interfaces societal changes others utilizing Ontwerpprincipes voorspelbaarheid reproduceerbaarheid simulatieresultaten meetsysteem sensorgegevens meetgegevens innovatieperceptie patentontwikkeling projectcommunicatie innovatieontwikkeling essentie mensenkennis toezicht systeemarchitectuur
ad-ict,Fontys,AD,"Eindhoven, Tilburg",Nederlands,2 jaar,ICT-opleiding ICT-vakgebied
technische bedrijfskunde,Fontys,AD,Eindhoven,Nederlands,2 jaar,verbind praktijkdopdrachten Verkennen bedrijfsomgeving personeelsmanagement
engineering,Fontys,AD,Eindhoven,Nederlands,2 jaar,Fontys-opleiding werphengel herstel behoeftes
elektrotechniek,Fontys,AD,Eindhoven,Nederlands,2 jaar,Fontys-opleiding communicatielessen
werktuigbouwkunde,Fontys,AD,Eindhoven,Nederlands,2 jaar,Brainport Fontys-opleiding
applied data science & artificial intelligence,De Haagse Hogeschool,B,"Den Haag, Zoetermeer",Nederlands,4 jaar,ChatGPT winkeldiefstal datascientist bestudeer pallet speler topclub schending onderwijstijd glastuinbouw minorprogramma overstap
bouwkunde,De Haagse Hogeschool,B,Den Haag,Nederlands,4 jaar,Klimaateffecten aardgas puzzeltje havengebied bouwplaatsen EP-berekeningen parkeerruimte indeling instructiefilms wijkrenovaties woningvoorraad farming panden MSc-titel
chemische technologie,De Haagse Hogeschool,B,Den Haag,Engels,4 jaar,waterzuiveringsinstallatie kaasfabriek uitwisselingsstage broodproductie nanodeeltjes kaas chemielessen rapporten voedingsproducten groenten ontwikkelingssamenwerking veiligheidsanalyse farmaceuten voorkeursgebied cholesterolverlagers Chemical
civiele techniek,De Haagse Hogeschool,B,Den Haag,Nederlands,4 jaar,proefopstellingen funderingen staalconstructies project/vraagstuk beroepsrol modelleur overheidsinstantie
communication and multimedia design,De Haagse Hogeschool,B,Den Haag,Nederlands,4 jaar,N&G N&T N&G theater gebruikservaring user kennisverdieping rade afstudeergroep linking consument/user
elektrotechniek,De Haagse Hogeschool,B,Delft,Nederlands,4 jaar,gastles datanetwerken klassen energievraagstuk spin-offs keuzeprojecten elektronicaontwikkeling hightechindustrie
hbo-ict,De Haagse Hogeschool,B,"Den Haag, Delft, Zoetermeer",Nederlands,4 jaar,changing differentiaties basissemester voorstander administrator
industrieel product ontwerpen,De Haagse Hogeschool,B,Den Haag,Nederlands,4 jaar,vindingrijkheid N&G werkruimte tekenruimte modelletjes aandachtspunten consument handigheid gereedschap speelgoed uitpakervaringen koffiecups brainstormsessies computeranimaties stagiairs verpakking ontwerptraject overtuiging productontwerpen
mechatronica,De Haagse Hogeschool,B,Delft,Nederlands,4 jaar,parkeersysteem tuinbouw revalidatieprocessen productieautomatisering e-mails tilhulp last projectbeoordelingen mechatronicastudenten tevredenheid
mens en techniek,De Haagse Hogeschool,B,Den Haag,Nederlands,4 jaar,samenspel vernuft biostatica zwembeweging zélf readers coördinatiespel fysiologie houtbewerking getal feeling Sophia Regisseur regisseur beweeglaboratorium handgreep tennisracket uitleggen
ruimtelijke ontwikkeling,De Haagse Hogeschool,B,Den Haag,Nederlands,4 jaar,herontwerp N&G N&G klimaatactie doeners inschatten verblijf wijkrenovatie energietechnologie Milieu-maatschappijwetenschappen
technische bedrijfskunde,De Haagse Hogeschool,B,Delft,Nederlands,4 jaar,individu engineering-opleidingen oplossingsadvies procesmanagement aannemersbedrijf fietsersbrug slagbomen schaalmodel budget win-winsituatie posterpresentatie ingenieursopleiding instantie
technische natuurkunde,De Haagse Hogeschool,B,Delft,Nederlands,4 jaar,raket quantumcomputing balletje computersimulatie optic sensing fibertechnologie hbo-ingenieur microchirurgie Overstappen TN-opleiding
toegepaste wiskunde,De Haagse Hogeschool,B,Delft,Nederlands,4 jaar,dienstregeling vliegtarieven versleuteling bankgegevens programmeerlessen inslijten beslissingsanalyse experimental modelling metaheuristieken reinforcement containers bètastad wiskundigen regel kassenbedrijf ministerie toekomstprognoses bevoegdheid
werktuigbouwkunde,De Haagse Hogeschool,B,Delft,Nederlands,4 jaar,roereitje verbindingsprincipes materiaalsoorten presentatietechnieken schilderijen koeling luchtvochtigheid ramen berekening koekjes testapparatuur olie inventarisatie desgewenst
technische bedrijfskunde,De Haagse Hogeschool,AD,Delft,Nederlands,2 jaar,stem zónder N&G doorlooptijden toestel verduurzaming vergrijzing duurzaamheidsvraagstuk Ketenanalyse arrangement voorraadbeheersing marktverkenning
bio-informatica,Hanzehogeschool Groningen,B,Groningen,Nederlands,4 jaar,ziekteresistentie computerprogramma sequencing
technische bedrijfskunde,Hanzehogeschool Groningen,B,Groningen,Nederlands,4 jaar,bedrijfskundigen verbeterplan Rijksuniversiteit
industrieel product ontwerpen,Hanzehogeschool Groningen,B,Groningen,Nederlands,4 jaar,ontwerpvaardigheden ontwerpstudio's weekopdracht onderwijseenheid Rijksuniversiteit
biologie en medisch laboratoriumonderzoek,Hanzehogeschool Groningen,B,Groningen,Nederlands,4 jaar,plastics donororganen erfelijkheid modelorganisme organisme
hbo-ict,Hanzehogeschool Groningen,B,Groningen,Nederlands,4 jaar,softskills
elektrotechniek,Hanzehogeschool Groningen,B,Groningen,Nederlands,4 jaar,Volg jaarbasis verlichten productspecificaties netwerkspecialist
creative media and game technologies,Hanzehogeschool Groningen,B,Groningen,Engels,4 jaar,Minister eis persoonlijkheidstest toelaatbaarheid aanvragers werkdagen MPT ontwerptheorieën wayfinding mixed-media gebruikersinterfaces skillset sponsor
communication and multimedia design,Hanzehogeschool Groningen,B,Groningen,Nederlands,4 jaar,horloge straatangst groepsproject Rijksuniversiteit
chemische technologie,Hanzehogeschool Groningen,B,Groningen,Nederlands,4 jaar,spullen Bouwstenen fabrieksprocessen connecties reactor werksituaties simulatieprogramma Duurzame Chemical Rijksuniversiteit
chemie,Hanzehogeschool Groningen,B,Groningen,Nederlands,4 jaar,longkanker chemici Bio-analyse Rijksuniversiteit
built environment,Hanzehogeschool Groningen,B,Groningen,Nederlands,4 jaar,huizenbouw principe beheerder basisbegrippen ingrepen talentcoach
werktuigbouwkunde,Hanzehogeschool Groningen,B,Groningen,"Nederlands, Engels",4 jaar,boek Rijksuniversiteit
european master in renewable energy,Hanzehogeschool Groningen,M,Groningen,Engels,1.5 jaar,Science-graad criteria testcentrum milieuvraagstukken beleidsadvies reputatie kernprofessor projectaanbieder kernuniversiteit
sociaal-ruimtelijk transitiemanagement,Hanzehogeschool Groningen,M,Groningen,Nederlands,2 jaar,0-meting zelfbeoordeling 7-punt toelichting presteren transities transitieteam
smart systems engineering,Hanzehogeschool Groningen,M,Groningen,Engels,1.5 jaar,gegevensgeneratie levens TechHub data-applicaties onderzoeksinstituten WE-faciliteiten handrevalidatie comfortabel draagbaar activiteit rijcapaciteit
master digitale technologie,Hanzehogeschool Groningen,M,Groningen,Nederlands,1.5 jaar,leider losstaand competentie-ontwikkeling reflecties CoL- portfoliobeoordeling
data science for life sciences,Hanzehogeschool Groningen,M,Groningen,Engels,2 jaar,kloof gegevensopslag Imaging TOEFL-score verklaring stempel handtekening toelatingstest agentschap dataverwerkingstechnologieën
energy for society,Hanzehogeschool Groningen,M,Groningen,Engels,1.5 jaar,regionaal noodzaak politiek Politiek burgers
mechatronica in de smart industry,Hanzehogeschool Groningen,AD,Groningen,Nederlands,2 jaar,operationeel mbo-domeinen toelatingstoetsen mechatronici hightechomgeving Meten demonstratie
projectleider techniek,Hanzehogeschool Groningen,AD,Groningen,Nederlands,2 jaar,doorstroomkeuzedelen
systeemspecialist automotive,Hanzehogeschool Groningen,AD,Groningen,Nederlands,2 jaar,fabricage testbaarheid documentatie totstandkoming wijzigingen projectdocumentatie arbeidsorganisatie klantrelaties nadelen handelingen
communication and multimedia design,HAN University of Applied Sciences,B,Arnhem,Nederlands,4 jaar,Hbo/wo wording studiekoers overeenkomsten beroepscompetenties pluist bedrijfscommunicatie communicatiestrategieën media-innovatie
technische bedrijfskunde,HAN University of Applied Sciences,B,Arnhem,Nederlands,4 jaar,Hbo/universiteit dóen ondernemersvak financiering aandeelhouders omzet Organisatieontwikkeling Organisatieontwikkeling deuren stapje pre-masteropleiding
industrieel product ontwerpen,HAN University of Applied Sciences,B,Arnhem,Nederlands,4 jaar,kleuren millimeter steel skelters Velings eiland afvalverwerkers
hbo-ict,HAN University of Applied Sciences,B,"Arnhem, Nijmegen",Nederlands,4 jaar,ICT-oplossingen Hbo/wo ICT'er rit misdaadcijfers specialisatierichting evenementenbureau finishing ICT'er coole ICT'er Webtechnologieën Netwerkinfrastructuur
embedded systems engineering,HAN University of Applied Sciences,B,Arnhem,"Nederlands, Engels",4 jaar,EM-profiel Hbo/universiteit bediening softwareomgevingen voorbereidingsprogramma fitnessomgeving geofencing help sensornetwerk branddetectie
automotive,HAN University of Applied Sciences,B,Arnhem,Nederlands,4 jaar,runt Hbo/universiteit basisvorming instructievideo's kennisopbouw Automotive-werkgevers Automotive-studenten topreputatie Volkswagen verreik
elektrotechniek,HAN University of Applied Sciences,B,Arnhem,Nederlands,4 jaar,aandrijven keukenapparatuur lasertechniek zomercursus havo-niveau zij-instromers Hbo/universiteit hoogspanning zonnecellen trolleybus Servo-regelingen Alliander Alliander betrouwbaarder
civiele techniek,HAN University of Applied Sciences,B,Arnhem,Nederlands,4 jaar,E+M E+M Middenkaderfunctionaris Hbo/wo mbo-opleidingen mbo-4-opleiding belangstelling beroepstaak
chemie,HAN University of Applied Sciences,B,Nijmegen,"Nederlands, Engels",4 jaar,eierdozen vuilnis ontdekkingen N&G studieduurverkorting studieloopbaanbegeleiders ingepland deficiënt overeenkomst herkansing compensatie restitutie examenkosten afspiegeling havoniveau aansluitprogramma vwo-niveau certificaten staatsexamens Aantonen B2-niveau bodemmonsters datatechnologie innovations bio-nanotechnologie
bouwkunde,HAN University of Applied Sciences,B,Arnhem,Nederlands,4 jaar,Hbo/wo Bouwkunde-opleiding montageplannen constructietekeningen menskracht
biologie en medisch laboratoriumonderzoek,HAN University of Applied Sciences,B,Nijmegen,Nederlands,4 jaar,tomaten N&G Koning verkorting Hbo/wo meester microscopen petrischalen Plantenbiologie insulineproductie diabetes Plantenbiologie Plantenbiologie brandstof cel-mechanismen zaadontkieming plantengroei lichamen gen onderzoeksgebied brein resistentie Bio-nanotechnologie plantenrassen plantenziektes
bio-informatica,HAN University of Applied Sciences,B,Nijmegen,Nederlands,4 jaar,borstkankerbehandeling achterstand eindcijferlijst vluchteling-studenten softwaregebied leeswerk stukken textmining hitseries Oud-student DNA-onderzoek datamining kenner taalkennis uitstapje HAN-masteropleiding bioinformatica volksgezondheid complexiteiten besmet vervolgstap deurtje
werktuigbouwkunde,HAN University of Applied Sciences,B,Arnhem,Nederlands,4 jaar,Hbo/universiteit Last leerteamcoach toevlucht windturbines
engineering systems,HAN University of Applied Sciences,M,Arnhem,Engels,1 jaar,Reliable
applied data science,HAN University of Applied Sciences,M,Arnhem,Engels,2 jaar,waarde-creatie Onderzoeken
molecular life sciences,HAN University of Applied Sciences,M,Nijmegen,Nederlands,2 jaar,onderzoekservaring R&D-projectstrategie bedrijfsstrategie houw effectiviteit
civiele techniek projectvoorbereiding en -realisatie,HAN University of Applied Sciences,AD,Arnhem,Nederlands,2 jaar,E+M Projectvoorbereiding -realisatie hbo/wo infratechniek
constructeur werktuigbouwkunde,HAN University of Applied Sciences,AD,Arnhem,Nederlands,2 jaar,
elektrotechniek/energietechniek,HAN University of Applied Sciences,AD,Arnhem,Nederlands,2 jaar,Hbo/universiteit
embedded systems engineering,HAN University of Applied Sciences,AD,Arnhem,Nederlands,2 jaar,EM-profiel Hbo/universiteit hoofdfasemodules
bouwtechnisch medewerker,HAN University of Applied Sciences,AD,Arnhem,Nederlands,2 jaar,N&G Hbo/wo laagbouwprojecten projectrealisatie pocket afwegen nieuwbouwwoning bouwkunde-projecten bouwprocesbeheersing
gebouwgebonden installatietechniek,HAN University of Applied Sciences,AD,Arnhem,Nederlands,2 jaar,comfort N&G Hbo/wo schaven schetsontwerp redeneren
automotive,HAN University of Applied Sciences,AD,Arnhem,Nederlands,2 jaar,hoofdrolspeler auto's EM-profiel luchtweerstand inbouwen fijner
technische bedrijfskunde,HAN University of Applied Sciences,AD,Arnhem,Nederlands,2 jaar,EM-profiel Hbo/universiteit innovatieprojecten werkplekopdracht
bouwkunde,HZ University of Applied Sciences,B,Middelburg,Nederlands,4 jaar,renoveren bouwvak gevel toparchitecten bouwstijlen bouwpartijen Vergunningaanvragen onderzoeksstage HZ-aanbod contractvorm stadion
chemie,HZ University of Applied Sciences,B,Middelburg,"Nederlands, Engels",4 jaar,zorgen toetsvragen basisprogramma
civiele techniek,HZ University of Applied Sciences,B,Middelburg,"Nederlands, Engels",4 jaar,deltagebied kustverdediging storm werkterrein minuten kade recreëren binnenland milieutechniek kustlijn zand HZ-aanbod
engineering,HZ University of Applied Sciences,B,Middelburg,"Nederlands, Engels",4 jaar,bèta-kennis liefhebbers
hbo-ict,HZ University of Applied Sciences,B,Middelburg,"Nederlands, Engels",4 jaar,whatsappen voorwerpen bericht systeembeheer cloudoplossing fundamenten programmeerkennis basisschool software-applicaties migraties ICT-oplossing ICT-vraagstuk datavisualisatie
logistics engineering,HZ University of Applied Sciences,B,Vlissingen,"Nederlands, Engels",4 jaar,sneakers productieplanning luchtmacht HZ-aanbod wachtlijsten
maritiem officier,HZ University of Applied Sciences,B,Vlissingen,Nederlands,4 jaar,noodsituaties navigator
technische bedrijfskunde,HZ University of Applied Sciences,B,Middelburg,Engels,4 jaar,probleemoplosser moeite productiemiddelen onderzoeksuniversiteit pre-masterprogramma
watermanagement,HZ University of Applied Sciences,B,Middelburg,"Nederlands, Engels",4 jaar,overbevissing percentage Watermanagers bedenken watersysteem waterveiligheid N&T N&G HZ-aanbod
river delta development (joint degree),HZ University of Applied Sciences,M,"Middelburg, Velp, Rotterdam",Nederlands,2 jaar,delta's ecologie waterpeilstijgingen
built environment,HZ University of Applied Sciences,AD,Roosendaal,Nederlands,2 jaar,woonomgeving lesprogramma hoek BE-Engineer Wet Materialisatie LEV-week bedrijfsbezoek LEV-week beurzen inbreiding trimester hulpconstructies Bouworganisatie
energietransitie engineer,HZ University of Applied Sciences,AD,Roosendaal,Nederlands,2 jaar,autofabriek
technische bedrijfskunde,HZ University of Applied Sciences,AD,Roosendaal,Nederlands,2 jaar,zwaktes bedrijfsanalyse sterke-zwakte-analyse swot accounting afstudeerplaats
biologie en medisch laboratoriumonderzoek,Hogeschool Inholland,B,Amsterdam,Nederlands,4 jaar,vaccins celfysiologie laboratoriummedewerker basisniveau nood monsters detectietechnieken onderwijscluster bioinformaticus analyselabs bestrijding
bouwkunde,Hogeschool Inholland,B,"Alkmaar, Haarlem",Nederlands,4 jaar,daaromheen duurzaamheidseisen opstaan kostenplanning bouwplaatsinrichting leefmilieu praktijkgerichtheid information praktijkkennis studiereizen projectuitvoering woonfunctie stageavontuur bouwkundigen kostenramingen masterstudie
chemie,Hogeschool Inholland,B,Amsterdam,Nederlands,4 jaar,gifdeeltjes vervuilingen onderzoeksorganisatie roostering derdejaarsstage praktijkdagen control-advies elektrochemie energieopslag
civiele techniek,Hogeschool Inholland,B,Alkmaar,Nederlands,4 jaar,gemalen hersens Volg zeesluis Zuidasdok rapportagetechniek Wegontwerp verkeersbouw constructiebureau
elektrotechniek,Hogeschool Inholland,B,Alkmaar,Nederlands,4 jaar,merendeel wagenpark lesaanbod coaching-sessies kwesties automatiseringsvraagstuk elektrotechnologie databank stagebedrijven Stage-activiteiten access-control beeldherkenning verstand
informatica,Hogeschool Inholland,B,Haarlem,Nederlands,4 jaar,tijdperk ICT-toepassingen vaandel behulpzaamheid ICT-product Applicatiebouw API-programmering studiepunt cyberbeveiliging cybercriminelen datawetenschappers acceptatie applicatieontwikkeling pre-)masteropleidingen
luchtvaarttechnologie,Hogeschool Inholland,B,Delft,Nederlands,4 jaar,rondje strepen hemel auto-ontwerpen stoep luchtvaarttechnologen beroepsgroepen autoindustrie luchtvaartindustrie composietenlaboratorium scripties themaprojecten testprogramma luchtvaarttechnologie talenkennis vestigingen Luchtvaarttechnologie ontwikkelaars lichtgewicht buren
ruimtelijke ontwikkeling,Hogeschool Inholland,B,Haarlem,Nederlands,4 jaar,kerken rand praktijksituaties projectontwikkeling stage-mogelijkheden beroepenveld
technische bedrijfskunde,Hogeschool Inholland,B,Alkmaar,Nederlands,4 jaar,bedrijfsopdrachten Opbouwschema tentamen ondernemingsplan
technische informatica,Hogeschool Inholland,B,Alkmaar,Nederlands,4 jaar,snoeit röntgenapparaat hartoperatie botsingen computersysteem liftsysteem transformatoren grafentheorie C moeder magnetron ping oogstrobot besturingssysteem leerzame linksom
toegepaste wiskunde,Hogeschool Inholland,B,Amsterdam,Engels,4 jaar,hersenen herinneringen bedrijfsactiviteiten sleutelrol softwareontwikkelaars statistici selfmade risicobeoordeling beurt flexibiliteit kwalificaties Cambridge-certificaat C hoofdthema's App-ontwikkeling reeks carrièregebieden categorie codeeroplossingen Oefening categorieën observatie Last vertrouwen reflecteren Oefening Wiskunde/Data specialisatiegebied Strength Everything Wiskunde/Data specialisatietracks implicaties conditievoorspelling eindprojecten certificering masterprogramma's
werktuigbouwkunde,Hogeschool Inholland,B,Alkmaar,Nederlands,4 jaar,Vakmensen stilstand raderen bestanddeel vingers verbrandingstechnologie Marinebedrijf familiebedrijf kop kenniswerkplaats meetopstelling
cybersecurity,Hogeschool Inholland,AD,Amsterdam,Nederlands,2 jaar,spelcomputer knop platleggen redder netwerkbeveiliging Netwerkbeveiliging -monitoring Penetratietesten Studiebegeleiding praktijkoriëntatie Studiebegeleiding beroepsoriëntatie praktijkervaringen kijkjes keukens
maintenance,Hogeschool Inholland,AD,Alkmaar,Nederlands,2 jaar,
creative media and game technologies,Hogeschool voor de Kunsten Utrecht,B,Utrecht,Nederlands,4 jaar,Kunsten
bio-informatica,Hogeschool Leiden,B,Leiden,Nederlands,4 jaar,mastermind bio-informatica-databases stofwisseling letters evolutie programmeerdomein Systeembiologie praktijkstage bio-informatica
biologie en medisch laboratoriumonderzoek,Hogeschool Leiden,B,Leiden,Nederlands,4 jaar,kledingstuk weefselonderzoek agenda immunochemie pathologie valideren bioscience-onderneming ziekenhuislaboratorium educatie
chemie,Hogeschool Leiden,B,Leiden,Nederlands,4 jaar,drinkwater geurstof stereochemie organometaalchemie smaakstoffen vloeistofchromatografie gaschromatografie massaspectrometrie spectroscopie monster reiniging bodemonderzoek veiligheidsonderzoek waterleidingbedrijf toxiciteit kruitsporen beroepsontwikkeling ticket
informatica,Hogeschool Leiden,B,Leiden,Nederlands,4 jaar,webwinkel UX-engineering ICT-probleem UX-engineering ICT-probleem Informatica-vakken
biologie en medisch laboratoriumonderzoek,NHL Stenden Hogeschool,B,"Leeuwarden, Emmen",Nederlands,4 jaar,Stenden A NT NG A Polymers chromatografie medicijn
bouwkunde,NHL Stenden Hogeschool,B,Leeuwarden,Nederlands,4 jaar,spanjoletten klimbekisting termen assistent schrijfvaardigheid architectuurstijl Stedenbouw werktekeningen onderzoeksvraagstuk
toegepaste wiskunde,NHL Stenden Hogeschool,B,Leeuwarden,Nederlands,4 jaar,voorspelling ondergrond wiskundevakken prognosemodellen Kansverdelingen Simulatiemodellen Excel tijdreeksanalyse Stenden Stenden-minors
technische informatica,NHL Stenden Hogeschool,B,Emmen,Nederlands,4 jaar,hardwareplatforms C AI-concepten ontgrendel modelimplementatie extraheren benutten leerervaring beeldacquisitie patroonherkenning mini-supercomputer beeldsegmentatie objectdetectie stageprojecten droom systeem-engineering bachelor-opleiding Stenden minorenfase Stenden
technische bedrijfskunde,NHL Stenden Hogeschool,B,Leeuwarden,Nederlands,4 jaar,studententijd NT NT rekenvaardigheid Organisatieontwikkeling respect LEAN-filosofie
ruimtelijke ontwikkeling,NHL Stenden Hogeschool,B,Leeuwarden,Nederlands,4 jaar,bus metro NT NT verkeerspsychologie klimaatbestendigheid RO-shop visualisatietechnieken basischrijfvaardigheid beleidskader overheidscommunicatie Geografie Planologie Stedenbouw
ocean technology,NHL Stenden Hogeschool,B,Terschelling,Nederlands,4 jaar,hydrografie NT NT hydrograaf geodesie dieptemetingen Manoeuvring dieptemeting fotoreportage survey waterpassing milieuwetenschap veiligheidsmaatregelen Environmental voyage multibeam echoloding waterbodem dieptemeter meetvaartuig Marine opnemingsvaartuig kaarten congres geologie dredging Subsea positioning gevaren onderzoeksverslag GIMA/Geo-informatie
maritieme techniek,NHL Stenden Hogeschool,B,Leeuwarden,Nederlands,4 jaar,jachten containerschepen afmetingen lijnenplan hoofdafmetingen prijsbepaling trimmen constructieplannen ontwerpfase motor drinkwatersysteem vriessystemen rompvorm scheepsmodel zeiljacht sterkte-aspecten containerschip werkvloerstage monteren dossier koopvaardij gaswinning onderzoeksopdracht
maritiem officier,NHL Stenden Hogeschool,B,Terschelling,Nederlands,4 jaar,Stenden opleidingsvaartuigen restaurant belading reparatie reparaties hydrauliek vloeistof tochten vaartijdverkorting vriestechniek ladingen fruit vlees vis praktijkvaren bedrijvendag Dredging shipsimulator
informatica,NHL Stenden Hogeschool,B,Emmen,Nederlands,4 jaar,gegevensmanipulatie foutdetectie debugging softwareoptimalisatie App-ontwikkeling UI/UX-ontwerp Testen app-ontwikkeling softwaretechnieken Kennismanagement teamomgeving kopje hieronder
