study_programme_name,hogeschool,study_programme_type,study_programme_location,study_programme_language,study_programme_length,text
technische natuurkunde,De Haagse Hogeschool,B,Delft,Nederlands,4 jaar,"Hoe blijft een raket in de lucht? Wat gebeurt er bij een kernfusie? Hoe pas je quantumcomputing toe in het onderzoek naar elementaire deeltjes? Als echte bÃ¨ta duik je het laboratorium in om te testen en onderzoeken of zit je achter de pc om van simulaties te leren! Je wilt natuurkunde begrijpen en toepassen in de praktijk. Bij de opleiding Technische Natuurkunde duik je 4 jaar lang in de techniek van onder meer licht, geluid en mechanica. Je zit veel met je neus in de boeken, maar voert ook veel practica en projecten uit. Je kunt hier zelfs ideeÃ«n voor aandragen. Wat dacht je van de akoestiek van een theaterzaal meten of experimenten uitvoeren naar energiebesparing? Met wiskundige modellen beschrijf en verklaar je jouw metingen. Je stelt niet alleen vast hoe iets werkt, maar zorgt ook dat het werkt. De wereld ligt aan je voeten. In het vierde jaar kies je 1 van onze 2 profielen waar je een semester lang de diepte in gaat. Ben je nieuwsgierig naar toepassingen op de allerkleinste schaal? Kies dan voor profiel Nanotechnologie. Krijg je een glimlach op je gezicht bij lasers en sensoren? Dan is profiel Fotonica het helemaal. In beide profielen krijg je verdiepende theorie en ga je experimenteel ook net nog een stapje verder. Daarnaast doe je onderzoeksprojecten op eindniveau en komt alles van jouw onderwerp samen in 1 project."
toegepaste wiskunde,De Haagse Hogeschool,B,Delft,Nederlands,4 jaar,"Een manier vinden om pakketjes klimaatneutraal en snel te bezorgen? Een algoritme maken voor Netflix? Of de locaties bepalen van ambulanceposten? Bij Toegepaste Wiskunde pak je deze uitdagingen aan met wiskundige modellen en data. Een toegepast wiskundige staat midden in de maatschappij. De meest efficiÃ«nte dienstregeling voor de NS, de beste manier om online vliegtarieven te bepalen of een slimme versleuteling van bankgegevens. Toegepaste wiskunde is een breed, praktisch Ã©n sociaal vakgebied. Sociaal? Jazeker! Je bent pas van nut voor bedrijven en overheden als je je kennis weet over te brengen. Daarom volg je naast instructiecolleges en programmeerlessen ook trainingen in presenteren, vergaderen en andere communicatieve vaardigheden."
werktuigbouwkunde,De Haagse Hogeschool,B,Delft,Nederlands,4 jaar,"Een roereitje maken met de mixer. Daarna vlug naar school met je fiets. Door de draaideuren en met de lift â€¦ Zonder het te weten, kom je elke dag ontelbare keren in aanraking met het werk van een werktuigbouwkundige. Wil jij altijd precies weten hoe machines in elkaar zitten? Haal je alles uit elkaar? Tijdens de opleiding Werktuigbouwkunde houd je je bezig met het onderzoeken, ontwerpen, onderhouden, bouwen en verbeteren van constructies, machines, aandrijftechnieken, meet- en regeltechnieken of verbindingsprincipes. En o ja, ook fijn om te weten: er zijn volop banen. Wiskunde, mechanica, 3D-modelleren, energieleer en programmeren. Zijn dat termen waar je warm van wordt? Het zijn een paar van de vakken die je tijdens de opleiding Werktuigbouwkunde krijgt. In het derde jaar ga je de praktijk in en loop je twee keer stage. Het laatste jaar verdiep je je via de minors in een onderwerp dat je echt leuk vindt en voordat je het weet is het tijd om te gaan afstuderen. En trekt bijvoorbeeld Zuid-Afrika, Nicaragua of China jou? De opleiding Werktuigbouwkunde heeft over de hele wereld contacten."
technische bedrijfskunde,De Haagse Hogeschool,AD,Delft,Nederlands,2 jaar,"Een hbo-opleiding Technische Bedrijfskunde, zoals je 'm zelf had kunnen bedenken. Je hebt al een leuke baan in de techniek, maar je bent op zoek naar mÃ©Ã©r. Je wil verder komen in jouw vakgebied, maar wel in je eigen stijl. Je eigen keuzes maken en tÃ³ch gecoacht worden. Doorgroeien vanuit de baan die je nu hebt, maar niet weer op school zitten. En je wil een diploma halen, maar geen tentamens doen. Dat is hoe jij het graag wil. Maar kan dat ook? Het antwoord is â€˜Ja, dat kan!â€™ Met de 2-jarige hbo Associate degree opleiding Technische Bedrijfskunde van De Haagse Hogeschool. Een opleiding die zÃ³ goed bij jou past â€¦ je had â€˜m zelf kunnen bedenken!â€‹ In deze Ad-opleiding Technische Bedrijfskunde is studie, werk en privÃ© perfect op elkaar afgestemd. Je leert terwijl je werkt, zodat je tijd overhoudt voor al die andere belangrijke dingen in je leven, terwijl je toch in 2 jaar je hbo Ad-diploma haalt.â€‹ Heb je daarna de smaak te pakken? Dan ben je helemaal klaar voor de volgende stap in je carriÃ¨re.â€‹ Als je de Ad opleiding Technische Bedrijfskunde aan De Haagse doet, dan ga je 1 dag per week naar school en wat je daar leert pas je de andere dagen direct toe in het werk dat je doet. Doordat de opleiding heel breed is en je een deel van de opleiding zelf samenstelt is er ontzettend veel mogelijk en krijg je heel veel vrijheid. Je wordt daarbij intensief gecoacht en begeleid, maar het tempo bepaal je zelf. Je leerdoelen bestaan uit echte praktijkopdrachten of producten. Die stem je af met je werkgever. Zo word je wÃ©l getoetst, maar dan zÃ³nder tentamens te maken.â€‹ Inhoudelijk sluit de Ad opleiding Technische Bedrijfskunde ook precies aan op jouw wensen. Veel techniek, veel praktijk, maar dan allemaal nÃ©t een stapje verder. De energietransitie, robotica en het verbeteren van werkprocessen door nieuwe technieken in te zetten, zoals 3D-printing ... het kan allemaal deel uitmaken van jouw opleiding. Maar er is bijvoorbeeld ook aandacht voor duurzaamheid, procesoptimalisatie en managementvaardigheden. Al met al een heel breed programma dat je binnen de techniek meer verantwoordelijkheid, meer perspectief en meer mogelijkheden geeft. Eigenlijk leer je hier alles om door te groeien in je huidige baan Ã©n om van je toekomstige carriÃ¨re in de techniek een succes te maken. Op zoâ€™n manier samengesteld dat het perfect aansluit op jouw eigen wensen en doelen, maar dan wel met persoonlijke coaching en een geaccrediteerd diploma."
bio-informatica,Hanzehogeschool Groningen,B,Groningen,Nederlands,4 jaar,"Ben je geÃ¯nteresseerd in biologie Ã©n informatica? Wil je werken in een innovatief vakgebied? Hou je van onderzoeken, ontdekken en kennis direct in de praktijk brengen? Kies dan voor Bio-informatica! Bij deze opleiding ga je aan de slag met de computer om biologische en medische vraagstukken uit de praktijk op te lossen. Zo combineer je je biologische kennis met je informatica skills."
technische bedrijfskunde,Hanzehogeschool Groningen,B,Groningen,Nederlands,4 jaar,"Wil jij bedrijven verder helpen met jouw doordachte analyses? Wil je bedrijfsprocessen slimmer en efficiÃ«nter maken? En wil je werken in een technische omgeving? Met Technische Bedrijfskunde combineer je techniek Ã©n bedrijfskunde. Je krijgt het beste van twee werelden. Dit kan je verwachten: Bouwen aan een fantastische carriÃ¨re, Veel keuzemogelijkheden, en Superleuke sfeer."
industrieel product ontwerpen,Hanzehogeschool Groningen,B,Groningen,Nederlands,4 jaar,"Heb je interesse in techniek Ã©n dingen maken? Ben je graag creatief bezig? Hou je van schetsen, knutselen of een bestaand product verbeteren? Kies dan voor Industrieel Product Ontwerpen en ontwerp de producten van morgen. Dit is wat wij je bieden: Techniek en design, Kleinschalig en samen, Keuzevrijheid, en Duurzaam."
biologie en medisch laboratoriumonderzoek,Hanzehogeschool Groningen,B,Groningen,Nederlands,4 jaar,"Ben je geÃ¯nteresseerd in het leven van mens, plant en dier? Houd je van ontdekken en onderzoeken? Wil je werken aan een leefbare toekomst of ziekmakende bacteriÃ«n of virussen opsporen en uitschakelen? Kies dan voor de studie Biologie en Medisch Laboratoriumonderzoek! Je kunt kiezen uit afstudeerrichtingen (majors) Biologische en Medische Research of Medische Diagnostiek. Op deze pagina vertellen we je alles over de major Biologische en Medische Research."
hbo-ict,Hanzehogeschool Groningen,B,Groningen,Nederlands,4 jaar,"â€‹Momenteel is de vraag naar hoogopgeleide ICTâ€™ers erg groot. De verwachting is dat dit de komende jaren ook niet gaat veranderen. Het Instituut voor Communicatie, Media & IT biedt een brede vierjarige HBO-ICT deeltijdopleiding aan met flexibele leerroutes. De deeltijdopleiding kent modules die aansluiten op de behoefte van de markt. Het betreft modules op het gebied van onder andere Data, Programmeren, Security en Business IT."
elektrotechniek,Hanzehogeschool Groningen,B,Groningen,Nederlands,4 jaar,"Hbo Elektrotechniek studeren in deeltijd? In Groningen studeren of liever vanuit huis? Volg de flexibele opleiding Elektrotechniek en bepaal zelf jouw studievorm! We zijn al meer dan 10 jaar specialist in het online aanbieden van technisch onderwijs. De vraag naar goed opgeleide technici is erg groot. In hoog tempo volgen technologische ontwikkelingen elkaar op. Consumentenproducten, machines, installaties, systemen en bedrijfsprocessen veranderen voortdurend. Ben je toe aan de volgende stap in je carriÃ¨re en wil je (verder) aan de slag met elektrotechnische innovaties en uitdagingen? Dan is de opleiding hbo Elektrotechniek iets voor jou!"
creative media and game technologies,Hanzehogeschool Groningen,B,Groningen,Engels,4 jaar,In het Creative Media and Game Technologies programma (CMGT) werk je met geavanceerde technologieÃ«n om te leren hoe je de toekomst bouwt door games te maken: hoe je technologieÃ«n inzet en hoe je ermee uitvindt. Dit vierjarige internationale programma richt zich op studenten die zich willen verdiepen in het brede en snel veranderende veld van digitale technologie.
communication and multimedia design,Hanzehogeschool Groningen,B,Groningen,Nederlands,4 jaar,"Ben jij creatief, nieuwsgierig en wil je samen met anderen interactieve digitale ontwerpen maken? Dan is de opleiding Communication & Multimedia Design iets voor jou!"
chemische technologie,Hanzehogeschool Groningen,B,Groningen,Nederlands,4 jaar,"Vind jij scheikunde en natuurkunde leuke vakken? Lijkt het je leuk om meer te leren over hoe fabrieken alle spullen maken die wij dagelijks gebruiken? En wil je werk doen dat echt impact heeft op de wereld? Dan zit je bij de opleiding Chemische Technologie helemaal op je plek! Hier ontwerp je fabrieken voor bijvoorbeeld de productie van nieuwe medicijnen, verduurzaam je huidige processen en werk je samen met je medestudenten aan vragen uit het werkveld."
chemie,Hanzehogeschool Groningen,B,Groningen,Nederlands,4 jaar,"Ben jij nieuwsgierig naar de wereld om je heen en vind je scheikunde interessant? Houd je ervan om dingen tot op de bodem uit te zoeken en wil je later graag een baan die echt een verschil maakt in de wereld? Of het nou gaat om de zoektocht naar duurzame energie, het recyclen van materialen of het vinden van nieuwe antibiotica, met de opleiding Chemie kun je een hoop bijdragen aan het verbeteren van de wereld om ons heen."
built environment,Hanzehogeschool Groningen,B,Groningen,Nederlands,4 jaar,"Ben jij een ingenieur in de dop met interesse in bouwkunde, civiele techniek en ruimtelijke ontwikkeling? Wil jij in de bouwwereld werken en in de toekomst invloed hebben op de gebouwde omgeving om ons heen? Dan is de opleiding Built Environment een goede studiekeuze."
werktuigbouwkunde,Hanzehogeschool Groningen,B,Groningen,"Nederlands, Engels",4 jaar,"Wil jij begrijpen hoe de techniek om ons heen werkt? Houd je van knutselen en sleutelen? En wil jij later innovatieve of ingewikkelde technieken bouwen en onderhouden â€“ van (bio)medische apparaten in een ziekenhuis tot windmolenparken? Dan zit je goed bij Werktuigbouwkunde. Dit vind je bij ons: Kleinschalig en samenwerken, Unieke proeftuin, en Zeer grote kans op baan."
european master in renewable energy,Hanzehogeschool Groningen,M,Groningen,Engels,1.5 jaar,"Ben jij in staat om een duurzaam energiesysteem te ontwerpen op basis van hernieuwbare energietechnologieÃ«n? Ben jij de hoogopgeleide professionele ingenieur die je nodig hebt? En wil je leren werken met fundamentele interdisciplinaire kennis, vaardigheden en tools om een van de grootste uitdagingen van Europa aan te pakken; de overgang naar duurzame energiesystemen? Dan is dit het masterprogramma voor jou! Wat vind je hier? Internationale leergemeenschap, hoogwaardige faciliteiten, Europees netwerk (EUREC) en levensechte klanten en opdrachten."
sociaal-ruimtelijk transitiemanagement,Hanzehogeschool Groningen,M,Groningen,Nederlands,2 jaar,"De gebouwde omgeving is Ã©Ã©n van de meest belangrijke factoren die van invloed is op ons welbevinden. De komende jaren spelen er grote uitdagingen in onze gebouwde omgeving. Denk aan de energietransitie, klimaatadaptatie, de overgang naar een circulaire economie, digitale transformatie en thema's als inclusieve samenleving en gezond ouder worden. Ontwikkelingen die grote impact zullen hebben op hoe wij werken, zaken doen, leren, wonen en leven."
smart systems engineering,Hanzehogeschool Groningen,M,Groningen,Engels,1.5 jaar,"Wil je leren hoe je slimme systemen kunt bouwen en ontwikkelen die kunnen interageren met hun omgeving? Wil je verder kunnen gaan dan alleen gegevens genereren? En wil je intelligentie implementeren op het punt van gegevensgeneratie om slimme interventies mogelijk te maken als reactie op veranderingen in de omgeving? Dan is dit het masterprogramma voor jou! Je wordt uitgedaagd om altijd verder te kijken dan wat bekend is. Slimme systemen zijn de toekomst, dus doe nu mee! Wat vind je hier? Internationale leergemeenschap, High-end faciliteiten en Real life klanten en opdrachten."
master digitale technologie,Hanzehogeschool Groningen,M,Groningen,Nederlands,1.5 jaar,"Volg jij digitale technologische ontwikkelingen op de voet? En vind jij het interessant om te zien hoe deze ontwikkelingen onze samenleving beÃ¯nvloeden? Dan is de Master Digitale Technologie iets voor jou! Digitale technologie biedt veel potentie als het gaat om het oplossen van grote maatschappelijke uitdagingen, bijvoorbeeld bij goede en betaalbare zorg voor iedereen of de energietransitie. Deze master leidt je op tot een digitale technologie professional die innovatieve, marktklare digitale tools bouwt die van toegevoegde waarde zijn in ons dagelijks leven."
data science for life sciences,Hanzehogeschool Groningen,M,Groningen,Engels,2 jaar,"Ben je goed in het verwerken van veel gegevens? Wil je meer programmeertechnieken leren en ze toepassen om de kloof tussen informatica en biowetenschappen te overbruggen? Na deze master beschik je over de vaardigheden die je nodig hebt om innovaties voor de biowetenschappen te faciliteren en te initiÃ«ren, zoals het programmeren van machine learning-toepassingen en het beheren van gegevensopslag."
energy for society,Hanzehogeschool Groningen,M,Groningen,Engels,1.5 jaar,"Wil jij een verschil maken in het realiseren van energietransitie? Ben jij de professional die gemeenschappen helpt de overstap te maken van fossiele brandstoffen naar duurzame energie? En krijg jij mensen aan boord om deze transitie te realiseren? Wil jij de change agent worden die de energietransitie versnelt op regionaal, nationaal en internationaal niveau? Dan is dit het masterprogramma voor jou! Wat vind je hier? Multidisciplinaire aanpak, Internationale leergemeenschap en Real life klanten en opdrachten."
mechatronica in de smart industry,Hanzehogeschool Groningen,AD,Groningen,Nederlands,2 jaar,"Associate degree Mechatronica in de Smart Industry studeren in deeltijd? In Groningen studeren of liever vanuit huis? Volg de flexibele hbo deeltijdopleiding Mechatronica in de Smart Industry en bepaal zelf jouw studievorm! We zijn al meer dan 10 jaar specialist in het online aanbieden van technisch onderwijs. Digitalisering van de industrie, ook wel smart industry genoemd, stimuleert bedrijven om hun machines, apparaten en processen slimmer te laten functioneren. Door deze technologische ontwikkelingen en digitalisering is meer integrale kennis nodig op het snijvlak van werktuigbouwkunde, elektrotechniek en IT. En die integrale kennis heeft een mechatronicus. Ben jij toe aan de volgende stap in je carriÃ¨re en wil jij de systeemdenker zijn die praktische vraagstukken oplost vanuit een integrale benadering? Vorm jij de schakel tussen strategie en operationeel werk? Dan is de opleiding Ad Mechatronica in de Smart Industry iets voor jou!"
projectleider techniek,Hanzehogeschool Groningen,AD,Groningen,Nederlands,2 jaar,"De tweejarige Associate degree-opleiding Projectleider Techniek is bedoeld voor beginnend of ervaren, technische professionals die willen doorgroeien naar een leidinggevende functie. Bijvoorbeeld als aankomend projectleider, werkvoorbereider of commercieel technicus. Ben je assertief en kritisch, hou je overzicht en blijf je rustig in elke situatie? Neem je snel de leiding als dat nodig is en gaat je dat gemakkelijk af? Dan is de deeltijdopleiding Associate degree Projectleider Techniek iets voor jou!"
systeemspecialist automotive,Hanzehogeschool Groningen,AD,Groningen,Nederlands,2 jaar,"Dit is een associate degree die een beroepsgerichte invulling geeft aan de theorie en praktijk van Systeemspecialist Automotive. Het associate-degreeprogramma is erop gericht studenten op te leiden tot gekwalificeerde automobieltechnici en bestrijkt aspecten van zowel elektrotechniek als werktuigbouwkunde. Studenten kunnen deze toepassen op vervoerssystemen (bv. voertuigen) en de subsystemen daarvan voor het ontwerpen, ontwikkelen, bewerken en creÃ«ren van veiligheidstestprotocollen. De voornaamste functies op het terrein van automotive zijn ontwikkeling, productie en fabricage."
communication and multimedia design,HAN University of Applied Sciences,B,Arnhem,Nederlands,4 jaar,"Wil jij aan de slag met interactieve digitale toepassingen die bijdragen aan een leukere, slimmere en betere wereld? Dan is de opleiding Communication & Multimedia Design (CMD) aan de HAN in Arnhem perfect voor jou!"
technische bedrijfskunde,HAN University of Applied Sciences,B,Arnhem,Nederlands,4 jaar,Organiseer je graag? Interesse in techniek en ga je voor het beste resultaat? Kies hbo Technische Bedrijfskunde. Want dan zorg je ervoor dat bedrijven zich vernieuwen en processen verbeteren. Je bent een invloedrijke schakel tussen mensen op de werkvloer en het management. Daarom ben je echt nodig!
industrieel product ontwerpen,HAN University of Applied Sciences,B,Arnhem,Nederlands,4 jaar,"De toekomst van productontwerp ligt in jouw handen. Bij HAN Industrieel Product Ontwerpen in Arnhem leer je de tools en creatieve technieken om innovatieve producten te ontwerpen die duurzaam, functioneel en stijlvol zijn. Word jij de ontwerper van morgen?"
hbo-ict,HAN University of Applied Sciences,B,"Arnhem, Nijmegen",Nederlands,4 jaar,Slimme ICT-oplossingen bedenken die het leven aangenamer maken? Mensen helpen hun werk beter te doen door een goed advies over software en ICT-systemen? Een slim apparaat maken dat zijn eigen fouten corrigeert? Met de opleiding HBO-ICT kun je dankzij jouw jaloersmakende ICT-skills alle kanten op!
embedded systems engineering,HAN University of Applied Sciences,B,Arnhem,"Nederlands, Engels",4 jaar,"Vind je het geweldig om mee te werken aan innovatie op het gebied van slimme apparaten en Internet of Things? Maak jij ze gebruikersvriendelijk? En vind je het leuk om hardware, software en ict te combineren? Maak er gelijk werk van! Kies deze studie aan de HAN. Word Embedded Systems Engineer!"
automotive,HAN University of Applied Sciences,B,Arnhem,Nederlands,4 jaar,"Wil je alles weten over de nieuwste elektromotoren, het testen en de werking ervan? Leren hoe je een eigen autozaak runt? We vertellen je graag wat je mag verwachten van de studie Automotive aan de HAN in Arnhem. Want bij HAN Automotive maak je kennis met Ã lle facetten van de voertuigenbranche en kies je je eigen expertise!"
elektrotechniek,HAN University of Applied Sciences,B,Arnhem,Nederlands,4 jaar,"Elektriciteit? We kunnen niet zonder. Zonnepanelen, windmolens, elektrisch aandrijven van voertuigen, smartphones, keukenapparatuur of lasertechniek in de zorg. Alles heeft verband met elektrotechniek. Leer hoe je apparaten en machines beter, duurzamer en slimmer maakt. Dit geeft jou een kick!"
civiele techniek,HAN University of Applied Sciences,B,Arnhem,Nederlands,4 jaar,"Klimaatverandering, extreem weer, te veel water, of langdurige droogte. Hoe houden we ons land veilig, bereikbaar en leefbaar? De komende 30-40 jaar moeten we heel veel doen in de grond-, weg- en waterbouw! Oplossingen vinden voor ingewikkelde vragen. Leer het in de opleiding Civiele Techniek hbo!"
chemie,HAN University of Applied Sciences,B,Nijmegen,Nederlands,4 jaar,"Hoe maak je eierdozen uit bermgras? Welke vitamines haal je uit vuilnis? Het zijn maar een paar voorbeelden van innovaties waarmee je na (en tijdens!) je studie Chemie bezig kunt zijn. Als je scheikunde gaat studeren, stap je in een wereld waar elke dag ontdekkingen worden gedaan."
bouwkunde,HAN University of Applied Sciences,B,Arnhem,Nederlands,4 jaar,Loop jij ook vaak te fantaseren als je door een stad loopt? Hoe je die oude fabriek omtovert tot een gebouw waar iedereen wil wonen? Of hoe je op die lege plek een super duurzaam huis bouwt? Dan is de kans groot dat de opleiding Bouwkunde de studie van je dromen is!
biologie en medisch laboratoriumonderzoek,HAN University of Applied Sciences,B,Nijmegen,Nederlands,4 jaar,Hoe werken cellen? Welke afwijkingen veroorzaken ziektes? Maar ook: hoe kweek je de lekkerste tomaten? Met Biologie en Medisch Laboratoriumonderzoek ga je problemen te lijf met onderzoek. Ben jij klaar om de wereld gezonder te maken? Er hangt een labjas voor je klaar!
bio-informatica,HAN University of Applied Sciences,B,Nijmegen,Nederlands,4 jaar,De beste borstkankerbehandeling dankzij jouw data-analyse? Gezonder voedsel maken? Of bijdragen aan de ontwikkeling van een nieuw medicijn tegen ernstige ziektes? Het kan met de opleiding Bio-informatica: dÃ© studie voor wie dol is op IT Ã©n biologie!
werktuigbouwkunde,HAN University of Applied Sciences,B,Arnhem,Nederlands,4 jaar,Lijkt het je geweldig om bedrijven te helpen met slimme oplossingen? Wil jij een technisch project van begin tot eind uitvoeren? Leren hoe je een machine(onderdeel) ontwerpt en bouwt? En lever je graag een bijdrage aan technologische innovatie en een beter klimaat? Kies dan HAN Werktuigbouwkunde!
engineering systems,HAN University of Applied Sciences,M,Arnhem,Nederlands,2 jaar,"Binnen de Engelstalige voltijd Master Engineering Systems kies je 1 van de 3 specialisaties: de Mastertrack Automotive Systems, Cyber-Physical Systems of Sustainable Energy. Met jouw mastertitel breng jij jouw engineering skills naar the next level."
applied data science,HAN University of Applied Sciences,M,Arnhem,Engels,2 jaar,"Data is key in het bedrijfsleven. Resultaten inschatten, effecten van een behandeling voorspellen, bezettingsgraad van een hotel optimaliseren? Allemaal data-driven issues! Specialist worden in dit veelgevraagde vakgebied? Kijk of de Engelstalige deeltijd Master Applied Data Science bij jou past!"
molecular life sciences,HAN University of Applied Sciences,M,Nijmegen,Nederlands,2 jaar,Heb je een bachelor in Life Sciences en wil je je wetenschappelijke en professionele vaardigheden verder ontwikkelen? Dan is deze master wat voor jou! Je leert hoe je projecten zelf kunt plannen en managen en past dit ook direct toe in het werkveld.
civiele techniek projectvoorbereiding en -realisatie,HAN University of Applied Sciences,AD,Arnhem,Nederlands,2 jaar,"Heb je een zwak voor grond-, water- en wegenbouw? Past een hbo-opleiding van 4 jaar er even niet in? Deze Associate degree Civiele Techniek (met 2 varianten) doe je in 2 jaar. Daarna kun je alsnog door om je hbo-bachelor diploma te halen!"
constructeur werktuigbouwkunde,HAN University of Applied Sciences,AD,Arnhem,Nederlands,2 jaar,"Van technische opdracht tot daadwerkelijk eindproduct: als werktuigbouwkundige overzie je het hele productieproces. In deze deeltijdopleiding leer je naast onderdelen ontwerpen en mechanisch construeren, maar ook technisch plannen en aansturen."
elektrotechniek/energietechniek,HAN University of Applied Sciences,AD,Arnhem,Nederlands,2 jaar,"Tijdens de associate degree-opleiding Elektrotechniek leer je in 2 jaar tijd alles over meet- en regeltechniek, elektrische aandrijvingen en vermogenselektronica. Je verdiept je in elektriciteitsnetten, verlichtingsinstallaties en elektrotechnisch ontwerpen."
embedded systems engineering,HAN University of Applied Sciences,AD,Arnhem,Nederlands,2 jaar,Met de associate degree (Ad) opleiding Embedded Systems Engineering in deeltijd ga je aan de slag met software Ã©n hardware. Je ontwikkelt intelligente systemen waardoor apparaten gebruiks- en milieuvriendelijk worden
bouwtechnisch medewerker,HAN University of Applied Sciences,AD,Arnhem,Nederlands,2 jaar,"We willen duurzamer wonen. We willen efficiÃ«nter bouwen. Maar het moet wel haalbaar en veilig zijn. Dat brengt grote uitdagingen met zich mee. Ben jij klaar om die aan te pakken? Ontwikkel je verder. Als werkvoorbereider, uitvoerder, of als projectmanager. Start met deze Ad Bouwkunde!"
gebouwgebonden installatietechniek,HAN University of Applied Sciences,AD,Arnhem,Nederlands,2 jaar,"Word jij in 2 jaar de technisch specialist die efficiÃ«nt omgaat met energie, oog heeft voor comfort en alles weet van digitalisering en automatisering? En die Ã³Ã³k nog eens de vertaalslag weet te maken naar de gebruiker? Dat kan met de Associate Degree Gebouwgebonden Installatietechniek."
automotive,HAN University of Applied Sciences,AD,Arnhem,Nederlands,2 jaar,Met de associate degree-opleiding Automotive in deeltijd ontwikkel jij je tot een professional met kennis van zaken. Elektronica is de hoofdrolspeler in moderne auto's en de systemen worden steeds complexer. Jij weet dit aan te sluiten op de specifieke wensen van klanten.
technische bedrijfskunde,HAN University of Applied Sciences,AD,Arnhem,Nederlands,2 jaar,"Waar ontwikkelingen zijn, liggen kansen. Met de deeltijd associate degree opleiding Technische Bedrijfskunde ontwikkel jij je in 2 jaar tot verbindende schakel tussen technologie, ICT en business. Je leert hoe je op de werkvloer de nieuwste smart innovaties integreert."
bouwkunde,HZ University of Applied Sciences,B,Middelburg,Nederlands,4 jaar,"Wil jij later de wijde wereld in om als bouwkundig expert gebouwen te ontwerpen en deze ontwerpen uit te voeren? In de bouwkunde gaat het om het realiseren, renoveren en herbestemmen van bouwwerken. Hierbij kun je denken aan een spraakmakend architectonisch ontwerp, zoals de Markthal in Rotterdam of aan het maken van innovatieve constructies, zoals het Burj al Arab Hotel in Dubai. Maar je kunt ook de herbestemming van industrieel erfgoed voor ogen hebben: een fabriek of een molen geschikt maken voor bewoning. Of misschien wil je uitvoerder worden bij de bouw van een complete nieuwbouwwijk of een openbaar gebouw zoals de Ziggo Dome in Amsterdam. Na de opleiding bouwkunde heb jij invloed op hoe de omgeving eruit ziet en ontwikkel je gebouwen en ruimtes waar mensen elke dag gebruik van maken. Je leert tijdens de opleiding architectonisch ontwerpen, 3D-tekenen, construeren, detailleren en managen en komt veel te weten over onderwerpen als duurzaam bouwen, multidisciplinair ontwerpen en het 3D-BIM (3D-bouwinformatiemodel). Naast de theorie, leer je veel in de praktijk door stages, excursies, bedrijfsbezoeken en opdrachten uit het werkveld. Daardoor krijg je de kans om te ontdekken welke kant van bouwkunde het best bij je past. De opleiding werkt samen met Bouwend Nederland aan Je gaat het maken."
chemie,HZ University of Applied Sciences,B,Middelburg,"Nederlands, Engels",4 jaar,"Je onderzoekt de samenstelling van stoffen en producten en kunt ze tot op het laatste molecuul analyseren. Van afvalwater tot medicijnen en kunststoffen. Stel dat er een vermoeden is dat het grondwater verontreinigd is, dan kun jij onderzoeken of dit daadwerkelijk zo is. Naast je onderzoekende houding ben je nieuwsgierig en wil je graag nieuwe dingen bedenken. Wil je straks aan de slag als chemisch researcher in het bedrijfsleven, in het onderwijs of in een onderzoeksinstituut? Met de opleiding Chemie aan de HZ word je opgeleid tot een analytische en accurate onderzoeker Ã©n help je de wereld vooruit. Op onze opleiding zitten ook internationale studenten. In jouw eerste studiejaar worden de lessen in het Nederlands gegeven. Vanaf het tweede studiejaar zit je samen met internationale studenten in 1 klas en geven de docenten les in het Engels. Ben jij niet zo goed in Engels? Maak je vooral geen zorgen: onze docenten spreken ook gewoon Nederlands in de lessen en ook de toetsvragen mag je in het Nederlands beantwoorden. Wil je je studie direct starten in de internationale klas? Afhankelijk van het aantal beschikbare plaatsen kun je hiervoor bij aanvang van je studie een verzoek indienen. Selectie vindt plaats op basis van volgorde van inschrijving."
civiele techniek,HZ University of Applied Sciences,B,Middelburg,"Nederlands, Engels",4 jaar,"Wil jij meewerken aan de bouw van het grootste sluisproject ter wereld? Of bepalen hoe hoog en hoe sterk dijken moeten zijn om overstromingen te voorkomen? Zorg jij ervoor dat mensen en dieren ondanks de klimaatverandering veilig bij kusten en rivieren kunnen blijven wonen? In 2050 leeft naar verwachting 80% van de wereldbevolking in een deltagebied, een gebied waar rivieren en zee samenkomen en het land tussen het water ligt. Juist in deze gebieden bevinden zich de grootste uitdagingen rondom kustverdediging. Met jouw kennis kunnen we veilig blijven leven in deltagebieden over de hele wereld. Tijdens de opleiding leer je alles over het ontwerpen en bouwen van grote constructies en het managen van projecten. Denk aan een stormvloedkering, die de kracht van een storm moet kunnen doorstaan of de aanleg van sluizen, tunnels en eilanden, zoals de Palm Islands bij Dubai. Civiele Techniek doen bij HZ betekent dat je midden in een deltagebied studeert: als je de hogeschool uitloopt, kom je je werkterrein overal om je heen tegen. Wist je dat de Nederlandse Oosterscheldekering een van de zeven moderne wereldwonderen is en dat dit bouwwerk op 30 minuten van HZ te vinden is?"
