study_programme_name,hogeschool,study_programme_type,study_programme_location,study_programme_language,study_programme_length,text
information security,Hogeschool Rotterdam,AD,Rotterdam,Nederlands,2 jaar,dreigingsanalyses informatiebeveiligingsbeleid beschikbaarheid integriteit vertrouwelijkheid NT dreigingsanalyse
archeologie,Saxion,B,Deventer,Nederlands,4 jaar,vondsten vondstcategorieën registratie opgravingen afgraving hoogtemetingen verdiepingsslag Oppervlaktekartering prehistorie bronstijd publieksbereik Thuisgroepen erfgoedbeleid cultuurlandschappen keuzeblokken masterspecialisatie erfgoedspecialist onderzoeksstrategie Rijksuniversiteit
technische natuurkunde,Saxion,B,Enschede,Nederlands,4 jaar,proeven straling inschakelen SMS-training gewoontes gedachtes Enabling
technische informatica,Saxion,B,Enschede,Nederlands,4 jaar,robotgrasmaaier C hartslagmeter Thales Saxion-lectoraten ICT-systemen
technische bedrijfskunde,Saxion,B,"Enschede, Deventer",Nederlands,4 jaar,TBK'er Procesmanagement Processimulatie Verandermanagement Procesinnovatie procesinnovaties doorstudeerders commissies feesten borrels
ruimtelijke ontwikkeling,Saxion,B,Deventer,Nederlands,4 jaar,
mechatronica,Saxion,B,Enschede,Nederlands,4 jaar,stofzuigerrobot soldeer meten
industrieel product ontwerpen,Saxion,B,Enschede,Nederlands,4 jaar,product-markt-combinaties verzorging Materialisatie productmodellen productontwikkelingsproces oplaadfunctie
hbo-ict,Saxion,B,"Enschede, Deventer",Nederlands,4 jaar,beveiligen fundamentals missie IT-strategie Model-driven Requirement IT-wensen slotte greep specialisatiefase
forensisch onderzoek,Saxion,B,Enschede,Nederlands,4 jaar,mannen vrouwen witten ongevallen branden incidenten forensics wetgeving toedracht hypotheses brandversnellers ramp gebeurtenis schoenafdrukken gegevensdragers Criminologie
fashion & textile technologies,Saxion,B,Enschede,"Nederlands, Engels",4 jaar,pionier voetafdruk fashion sportkleding inkoper planet computerlokaal losstaan textielbedrijf
elektrotechniek,Saxion,B,Enschede,Nederlands,4 jaar,micro-elektronica micro energievraagstukken robotracewagen gelijkstroom C Ontwerpmethodieken Procesautomatisering compatibiliteit automatiseringsproject VerbergenOnderwerpen EIE grids automatiseringssysteem
creative media and game technologies,Saxion,B,Enschede,Engels,4 jaar,Kunstenaar Unity-fundamenten Kernvaardigheden Programmeerfundamenten Shader-programmering Kunstenaar Producing
civiele techniek,Saxion,B,Enschede,Nederlands,4 jaar,verkeersknooppunten parkeergarages hbo-vaardigheden Stroomgebied bouwsector
chemische technologie,Saxion,B,Enschede,Nederlands,4 jaar,basistheorie destillatiekolom koeltoren bierleiding procesveiligheid bezinking Onderzoeksprojecten Onderzoeksprojecten ​Stage
chemie,Saxion,B,"Enschede, Deventer",Nederlands,4 jaar,Polymeerchemie Chemical fingerprinting mining Grensvlakchemie bedrijf/instelling
bouwkunde,Saxion,B,Enschede,Nederlands,4 jaar,klimaatadaptie bouwtechnieken klantbehoeften winkel sportgebouw
biologie en medisch laboratoriumonderzoek,Saxion,B,"Enschede, Deventer",Nederlands,4 jaar,enzymen honing metabolisme bloedstolling uitslag
werktuigbouwkunde,Saxion,B,Enschede,Nederlands,4 jaar,WB bedrijfspresentaties plc-besturing
applied nanotechnology,Saxion,M,Enschede,Engels,2 jaar,kenmerk fusie concentraties micro-/nanosensoren speeksel systeemmodellering R&D-omgeving
robotics systems engineering,Saxion,M,Enschede,Engels,1.5 jaar,changers methodologie
master of urban and area development (joint degree),Saxion,M,Utrecht,Nederlands,2 jaar,provincies projectontwikkelaars gebiedsmanagers onderzoekscompetenties veranderingsprocessen contexten onderhandelingen
innovative textile development,Saxion,M,Enschede,Engels,1.5 jaar,textielinnovatie tutor projectdocent conceptualisering onderzoeksmethodologieën format Onderzoeksmethodologie Co-creatie Manager Managing crossovers
ict: software engineering,Saxion,M,Deventer,Engels,1 jaar,softwarespecialist bezitten Science-diploma onderzoeksmethodologie waarschijnlijkheid programmeerconcepten programmeerparadigma's softwareontwerpfilosofie transfer
engineering,Saxion,AD,Enschede,Nederlands,2 jaar,erken professionaliteit takeholders opleidingsduur Vernieuwing intensivering wiskundebasis procesbesturing productieoptimalisatie
software development,Saxion,AD,"Enschede, Deventer",Engels,2 jaar,héél kantoortuin aard bedrijfscultuur
bouwkunde,Saxion,AD,Enschede,Nederlands,2 jaar,bachelortitel BIM-gebied BIM-omgeving Meten ICT-toepassingen
biologie en medisch laboratoriumonderzoek,Hogeschool Utrecht,B,Utrecht,Nederlands,4 jaar,leukemie allergie dementie eiwittechnieken ebola epidemie
built environment,Hogeschool Utrecht,B,Utrecht,Nederlands,4 jaar,energiegebruik wiskunde)- isolatie sloopafval lesblok Geografie Planologie
chemie,Hogeschool Utrecht,B,Utrecht,Nederlands,4 jaar,syntheses alcohol pijnstillers afstudeertitel
chemische technologie,Hogeschool Utrecht,B,Utrecht,Nederlands,4 jaar,liters kilo tonnen vaccinproductie reactiekinetiek stroming doorrekent reactortechnologie
communication and multimedia design,Hogeschool Utrecht,B,Utrecht,Nederlands,4 jaar,CMD'er communicatieorganisatie designbureau profitorganisatie
elektrotechniek,Hogeschool Utrecht,B,Utrecht,Nederlands,4 jaar,modelleren/simuleren energieproducent gebouwontwikkelaar procesautomatisering
hbo-ict,Hogeschool Utrecht,B,Utrecht,Nederlands,4 jaar,tegengaan knuffelrobot kleuters afvalbak ICT-keuzerichting
technische bedrijfskunde,Hogeschool Utrecht,B,Utrecht,Nederlands,4 jaar,ICT-oplossingen voorraad trap pakketkluizen Quest-opdrachten duurzaamheidsplan schakelsemester
werktuigbouwkunde,Hogeschool Utrecht,B,Utrecht,Nederlands,4 jaar,huid afgeeft koelmachine basisstof mens-aangedreven
human-centered artificial intelligence,Hogeschool Utrecht,M,Utrecht,Nederlands,1 jaar,ChatGPT studiehulp onderwijssysteem programmeerervaring bereidheid AI-modellen data-extractie data-preparatie transparantie learning-modellen bedrijfssystemen learning-structuur pipelines
master of urban and area development (joint degree),Hogeschool Utrecht,M,Utrecht,Nederlands,2 jaar,vernieuwing gebieds-ontwikkeling agendavorming ontsluiting seniorniveau
next level engineering,Hogeschool Utrecht,M,Utrecht,Engels,1 jaar,bachelorstudent systeemvisie benaderingen bootcamp C C systeemverbetering C systeemgrenzen complexiteitsmodellen cyclus C feedbacksessies
bouwmanagement,Hogeschool Utrecht,AD,Utrecht,Nederlands,2 jaar,BIM-modelleur BIM-modelleur BIM-modelleur BIM-modelleur draagconstructies bouwvoorbereiding warmteverlies BIM-model BIM-afdeling ontwerpniveau woningbouwcorporaties
digitale techniek & media,Hogeschool Utrecht,AD,Utrecht,Nederlands,2 jaar,video's producties TV streaming uitzendingen radiostations broadcasting TV radio production-omgeving werksessies belichting
engineering,Hogeschool Utrecht,AD,Utrecht,Nederlands,2 jaar,verbinder leerteam energieopwekking
software development,Hogeschool Utrecht,AD,Amersfoort,Nederlands,2 jaar,basisconcepten datastructuur
river delta development (joint degree),Van Hall Larenstein University of Applied Sciences,M,Leeuwarden,Engels,2 jaar,pressing bridges between Bring advances locations possibilities rises farmers places agencies living possible interventions testing order records language words becoming flooding businesses universities consulting
bouwkunde,Windesheim,B,"Zwolle, Almere",Nederlands,4 jaar,modeleren praktijkruimte beton kantoorgebouw fietsenstalling bouwmethodiek entree gezinnen uitkijktorens Oostvaardersplassen vastgoedsector kwaliteitsborging bouwafval labeltransitie huursector appartementen transitievisie
civiele techniek,Windesheim,B,Zwolle,Nederlands,4 jaar,begaanbaar omgevingsbelangen asfalt werknemer
elektrotechniek,Windesheim,B,Zwolle,Nederlands,4 jaar,Passen accu SMD-soldeerapparatuur SMD-soldeerapparatuur www.studiekeuze123.nl lesgeven
engineering,Windesheim,B,Almere,Nederlands,4 jaar,ondernemer basisjaar studiekeuzes marketingplannen straatpaaltje
hbo-ict,Windesheim,B,"Zwolle, Almere",Nederlands,4 jaar,ICT-sector ICT-vakgebied praktijkbehoeften weloverwogen studentbegeleider studiebegeleider cloudomgevingen
industrieel product ontwerpen,Windesheim,B,Zwolle,Nederlands,4 jaar,rapportage beleving designgeschiedenis projectafsluiting kantine tablettekenen milieubewust productontwerp-studenten double analysevaardigheden
logistics engineering,Windesheim,B,Zwolle,Nederlands,4 jaar,boodschappen miljoen transporteur Overslag winkelorganisatie filialen pakketbezorging muur
ruimtelijke ontwikkeling,Windesheim,B,Zwolle,Nederlands,4 jaar,leefomgevingen mobiliteitsorganisaties oplossingsstrategieën cluster ontwerpprogramma Doorstroomnorm cycling Planologie Geografie Planologie
technische bedrijfskunde,Windesheim,B,Zwolle,Nederlands,4 jaar,leid bladblazers treinen kabels frustraties clubjes leermethode MBA
werktuigbouwkunde,Windesheim,B,Zwolle,Nederlands,4 jaar,hefmechanisme testinstallatie gaswinningsinstallatie tilhulpmiddel
bouwkunde,Windesheim,AD,Almere,Nederlands,2 jaar,bouwregelgeving degree-niveau calculatieproces baten
industriële automatisering en robotica,Windesheim,AD,Zwolle,Nederlands,2 jaar,taakgebied ISA88 C interoperabiliteit commissie
software development,Windesheim,AD,Almere,Nederlands,2 jaar,webdevelopment C afstudeer-Comakership
technische bedrijfskunde,Windesheim,AD,Zwolle,Nederlands,2 jaar,productkwaliteit toewerken dienstenmanagement productinformatie Procesmanagement waardepropositie
applied science,Zuyd Hogeschool,B,"Heerlen, Geleen",Nederlands,4 jaar,Neem stagemoment borstprothesen borstkankerpatiënt onderwijspartner onderzoeksomgeving gaten loodjes bioprinter
built environment,Zuyd Hogeschool,B,Heerlen,Nederlands,4 jaar,turborotondes levensloopbestendigheid ligplaatsenverhuur stadsrand ontwerpvoorstel docentbegeleider kantoorpanden vastgoedbeheerder
communication and multimedia design,Zuyd Hogeschool,B,Maastricht,Nederlands,4 jaar,stellage communicatie-oplossingen verzoeken programeertalen copywriting vindbaarheid beeldscherm typografie ontwerpfilosofie kleurgebruik film workshop branding einddoel treinbank magie
engineering,Zuyd Hogeschool,B,Heerlen,Nederlands,4 jaar,A toelatingsgesprek schietmechanisme energieomzettingen adviseer bierbrouwer brouwproces Kunststoftechniek klimgreep mini-fabrieken
hbo-ict,Zuyd Hogeschool,B,Heerlen,Nederlands,4 jaar,tv bedient informatiebeveiligingsplan
mens en techniek,Zuyd Hogeschool,B,Heerlen,Nederlands,4 jaar,longmetingen E toelaten Longen bloedsomloop Meten Interpretatie stagebegeleider koffers menu ziekenhuisafdeling lichaamsfuncties
technische bedrijfskunde,Zuyd Hogeschool,B,Heerlen,Nederlands,4 jaar,flexibeler zomervakantie ketenoptimalisatie ERP-systemen Sigma
engineering,Zuyd Hogeschool,AD,Heerlen,Nederlands,2 jaar,poosje
ict,Zuyd Hogeschool,AD,Heerlen,Nederlands,2 jaar,ad-opleiding
