study_programme_name,hogeschool,study_programme_type,study_programme_location,study_programme_language,study_programme_length,text,unique_nouns
biomedische technologie,Hogeschool van Amsterdam,B,Amsterdam,Nederlands,4 jaar,Mensen zorg technoloog gezondheidszorg producten mensen opleiding bezit vwo-diploma profiel Gezondheid havo vwo-profielen eisen mbo-diploma niveau diploma opleiding Technologie idee gezondheidsproduct producten kwaliteitseisen ontwerpen start jaar werk opdrachtgevers gezondheidsvraagstuk groepjes werk projecten aandacht productontwikkeling ethiek start jaar werk opdrachtgevers gezondheidsvraagstuk groepjes werk projecten aandacht productontwikkeling ethiek jaar minor keuzeprogramma jaar kennis minor verdieping onderdeel opleiding jaar stage praktijkervaring jaar aantal projecten afstudeeropdracht jaar bedrijf technoloog gezondheidszorg doorstroom wo-master sprake schakelprogramma master hogeschool universiteit master voorbeelden bachelor masters,"['Mensen', 'bachelor', 'kennis', 'niveau', 'eisen', 'productontwikkeling', 'ethiek', 'kwaliteitseisen', 'sprake', 'groepjes', 'start', 'master', 'profiel', 'diploma', 'aantal', 'mensen', 'voorbeelden', 'universiteit', 'gezondheidsvraagstuk', 'onderdeel', 'producten', 'Technologie', 'schakelprogramma', 'verdieping', 'minor', 'praktijkervaring', 'stage', 'mbo-diploma', 'afstudeeropdracht', 'gezondheidszorg', 'zorg', 'werk', 'opleiding', 'keuzeprogramma', 'Gezondheid', 'vwo-diploma', 'projecten', 'wo-master', 'technoloog', 'bezit', 'vwo-profielen', 'idee', 'ontwerpen', 'opdrachtgevers', 'aandacht', 'doorstroom', 'hogeschool', 'masters', 'havo', 'jaar', 'bedrijf', 'gezondheidsproduct']"
built environment,Hogeschool van Amsterdam,B,Amsterdam,Nederlands,4 jaar,efficiënt inrichten combinatie techniek creativiteit manier toekomst gebouwen wijken infrastructuur ontwerptechnieken materialen bachelor opleidingen opleiding bezit Cultuur Maatschappij-profiel gelden eisen opleiding kennis disciplines wereld combinatie kennis professionals bouw jaar opzet kennis aspecten omgeving eind jaar afstudeerrichting jaar slag afstudeerrichting Constructie Mobiliteit Stedenbouw Water jaar minor keuzeprogramma jaar kennis stage ervaring bedrijf organisatie jaar werk project studenten afstudeerrichtingen opleidingen vakken afstudeerrichting afstudeeropdracht masters master Engineering afstudeerrichting Constructie master schakelprogramma Water Constructie studenten deel schakelprogramma doorstroomminor master afstudeerrichtingen Academie opleiding deeltijd opleiding voltijd TU jaar schakelprogramma website toelatingseisen schakelprogramma masters hogescholen universiteiten opleidingen voorwaarden hbo-bachelor master eisen doorstroom wo-master sprake schakelprogramma,"['bachelor', 'kennis', 'deel', 'Stedenbouw', 'eisen', 'toekomst', 'slag', 'disciplines', 'afstudeerrichtingen', 'eind', 'Constructie', 'vakken', 'master', 'Engineering', 'website', 'studenten', 'deeltijd', 'manier', 'voltijd', 'inrichten', 'hogescholen', 'Mobiliteit', 'techniek', 'toelatingseisen', 'creativiteit', 'afstudeerrichting', 'schakelprogramma', 'project', 'wereld', 'ervaring', 'Water', 'minor', 'doorstroomminor', 'hbo-bachelor', 'voorwaarden', 'TU', 'wijken', 'stage', 'opzet', 'afstudeeropdracht', 'combinatie', 'universiteiten', 'organisatie', 'Academie', 'professionals', 'omgeving', 'opleiding', 'werk', 'aspecten', 'bouw', 'Maatschappij-profiel', 'gelden', 'keuzeprogramma', 'wo-master', 'efficiënt', 'Cultuur', 'bezit', 'masters', 'doorstroom', 'gebouwen', 'opleidingen', 'infrastructuur', 'ontwerptechnieken', 'sprake', 'materialen', 'jaar', 'bedrijf']"
applied artificial intelligence,Hogeschool van Amsterdam,M,Amsterdam,Nederlands,1 jaar,instellingen werken AI-oplossingen gamechanger inzet intelligentie technologie impact oogpunt master Applied toelatingseisen master Applied doorstroommaster studenten bacheloropleiding componenten masterprogramma inschrijvingsproces student informatie componenten programmeren basis machine learning basis algebra basis calculus basis statistiek studenten overzicht plek studenten interview master Applied programma opleiding AI-oplossingen rekening gebruik impact oplossing omgeving consequenties mens maatschappij snelheid vakgebied kennis competenties hand vraagstukken aspecten studieprogramma Master Applied semester teken beeldverwerking taalverwerking middel project team AI-model focus beeld project taal behulp taalmodellen modellen oplossing opdrachtcasus kern product AI-model werk systeem applicatie model werk prototype rekening context oplossing semester AI-oplossing opdrachtgever Applied AI-labs labs praktijkonderzoek toepassing vakgebieden Market,"['programma', 'kern', 'instellingen', 'kennis', 'werken', 'basis', 'vakgebied', 'context', 'AI-labs', 'beeldverwerking', 'studenten', 'snelheid', 'model', 'competenties', 'bacheloropleiding', 'omgeving', 'werk', 'aspecten', 'oogpunt', 'inschrijvingsproces', 'AI-oplossingen', 'doorstroommaster', 'praktijkonderzoek', 'Master', 'gebruik', 'impact', 'overzicht', 'statistiek', 'labs', 'informatie', 'prototype', 'AI-model', 'beeld', 'plek', 'interview', 'master', 'applicatie', 'calculus', 'Applied', 'hand', 'toelatingseisen', 'componenten', 'semester', 'rekening', 'algebra', 'taalmodellen', 'machine', 'opleiding', 'behulp', 'product', 'programmeren', 'toepassing', 'inzet', 'consequenties', 'opdrachtgever', 'intelligentie', 'taal', 'middel', 'vakgebieden', 'vraagstukken', 'project', 'learning', 'mens', 'systeem', 'focus', 'maatschappij', 'masterprogramma', 'opdrachtcasus', 'studieprogramma', 'taalverwerking', 'student', 'AI-oplossing', 'oplossing', 'teken', 'gamechanger', 'modellen', 'Market', 'technologie', 'team']"
urban technology,Hogeschool van Amsterdam,M,Amsterdam,Nederlands,1 jaar,stad toekomst schaarste ruimte grondstoffen energie lucht vraagstukken masteropleiding studieprogramma oplossingen uitdagingen masterprogramma diploma hbo-bachelor diploma diploma start opleiding diplomawaardeerders taalvaardigheidsniveau opleiding hbo-opleidingen master Product Toegepaste Wiskunde studieprogramma onderwijsblokken onderwijsblokken kwartaal blok jaar blok werk Urban project leerlijnen kennis passen behoefte project moment blok workshops lezingen locaties state-of-the-art start kennismaking thema stad systeem team Project excursie uitdagingen regio excursie veldopdracht reflectie evaluatie team Project blok weken team Urban energietransitie omgeving integratie wijklogistiek punt einde project verdediging assessment portfolio,"['workshops', 'oplossingen', 'state-of-the-art', 'hbo-opleidingen', 'kwartaal', 'kennis', 'masterprogramma', 'Wiskunde', 'portfolio', 'excursie', 'stad', 'energie', 'integratie', 'toekomst', 'reflectie', 'kennismaking', 'studieprogramma', 'Urban', 'grondstoffen', 'moment', 'start', 'master', 'diploma', 'thema', 'regio', 'punt', 'Product', 'ruimte', 'assessment', 'lezingen', 'blok', 'leerlijnen', 'weken', 'passen', 'locaties', 'vraagstukken', 'veldopdracht', 'project', 'lucht', 'onderwijsblokken', 'hbo-bachelor', 'evaluatie', 'Project', 'diplomawaardeerders', 'systeem', 'Toegepaste', 'werk', 'opleiding', 'omgeving', 'einde', 'behoefte', 'team', 'masteropleiding', 'uitdagingen', 'schaarste', 'verdediging', 'taalvaardigheidsniveau', 'jaar', 'energietransitie', 'wijklogistiek']"
digital design,Hogeschool van Amsterdam,M,Amsterdam,Engels,1 jaar,Design-traject deel voltijd Master Science-programma ontwerpprofessional track aantal werelds uitdagingen middel ontwerpbenadering nadruk praktijken aanmerking masteropleiding bezit bachelordiploma titel ontwerpervaring hand portfolio taal Werkervaring portfolio kandidaten jaar werkervaring gebied programma component studenten workflow instellingen ontwerpwereld minimum werkervaring designportfolio schoolsetting sollicitaties kandidaten jaar Toekomst bubbels leertrajecten ethiek onderzoek proces studieplan beoordelingen mix onderzoeksgroepen partners ontwerpbureaus jaar begeleiden periode jaar waarden stemmen werkwijze vaardigheden weken basiskennis gebieden kennis competenties programma verwachtingen betrekking studieplan teamprojecten ontwerpbureaus onderzoekers docenten semester evaluaties semester teamproject masterclasses workshops ontwerpbureaus experts gebieden Eindbeoordelingen studie einde jaar werk tentoonstelling werk programma evenement diner partners industrie programma studenten,"['programma', 'instellingen', 'Toekomst', 'kennis', 'deel', 'ontwerpervaring', 'ethiek', 'evenement', 'aantal', 'studenten', 'voltijd', 'kandidaten', 'ontwerpwereld', 'competenties', 'Eindbeoordelingen', 'werk', 'studie', 'uitdagingen', 'Master', 'mix', 'bubbels', 'onderzoek', 'sollicitaties', 'Werkervaring', 'aanmerking', 'tentoonstelling', 'hand', 'bachelordiploma', 'proces', 'industrie', 'semester', 'component', 'masteropleiding', 'werelds', 'workshops', 'taal', 'teamproject', 'praktijken', 'ontwerpbureaus', 'betrekking', 'evaluaties', 'middel', 'leertrajecten', 'werkervaring', 'basiskennis', 'schoolsetting', 'designportfolio', 'begeleiden', 'vaardigheden', 'track', 'ontwerpprofessional', 'gebied', 'beoordelingen', 'einde', 'Design-traject', 'waarden', 'minimum', 'gebieden', 'jaar', 'nadruk', 'portfolio', 'ontwerpbenadering', 'teamprojecten', 'experts', 'werkwijze', 'workflow', 'weken', 'diner', 'periode', 'verwachtingen', 'partners', 'stemmen', 'masterclasses', 'docenten', 'onderzoekers', 'Science-programma', 'studieplan', 'titel', 'bezit', 'onderzoeksgroepen']"
digital driven business,Hogeschool van Amsterdam,M,Amsterdam,Engels,1 jaar,matchmaker bedrijfsexpertise technologieën bijdragen evidence-based besluitvorming middel data master Digital keuze jaar professional gebied Master aandacht groepen aanmerking masteropleiding studenten bachelordiploma opleidingen Economie Technologie affiniteit domeinen jaar werkervaring masteropleiding taalvaardigheid niveau toelatingseisen aanmerking masteropleiding studenten bachelordiploma domeinen domein Marketing Ondernemerschap Economie Technologie affiniteit domeinen domein studenten bachelordiploma Bedrijfskunde/Economie minor Digital Marketing studenten bachelordiploma domein Technologie minor Ondernemerschap Marketing niet-marketeers jaar werkervaring bachelordiploma Digital vervolgmasteropleiding doorstroommaster masteropleiding voorkeur begrip testresultaat rekening kandidaten taalvaardigheid programma niveau Studenten programma wereld kennis testscorerapporten studenten basisbegrip succes manieren komen docenten studenten universiteit masterprogramma business datavertaler data uitdagingen technologieën besluitvorming programma marketing fintech semester basiscursussen Emerging semester specialisatie Marketing programma masterproject state-of-the-art digitaal business organisatie middelen,"['voorkeur', 'programma', 'bedrijfsexpertise', 'Marketing', 'kennis', 'state-of-the-art', 'niveau', 'masterprogramma', 'testresultaat', 'aanmerking', 'domeinen', 'masterproject', 'master', 'studenten', 'vervolgmasteropleiding', 'datavertaler', 'evidence-based', 'manieren', 'universiteit', 'technologieën', 'affiniteit', 'kandidaten', 'data', 'bachelordiploma', 'marketing', 'middel', 'matchmaker', 'domein', 'bijdragen', 'werkervaring', 'taalvaardigheid', 'besluitvorming', 'Technologie', 'toelatingseisen', 'Ondernemerschap', 'semester', 'wereld', 'business', 'minor', 'rekening', 'Economie', 'begrip', 'basisbegrip', 'niet-marketeers', 'komen', 'docenten', 'Bedrijfskunde/Economie', 'digitaal', 'groepen', 'organisatie', 'Studenten', 'gebied', 'succes', 'middelen', 'professional', 'fintech', 'masteropleiding', 'aandacht', 'Digital', 'doorstroommaster', 'testscorerapporten', 'uitdagingen', 'opleidingen', 'basiscursussen', 'specialisatie', 'Emerging', 'Master', 'keuze', 'jaar']"
cybersecurity,Hogeschool van Amsterdam,AD,Amsterdam,Nederlands,2 jaar,bedrijf cyberaanval beveiliging computersystemen kwetsbaarheden systemen opleiding hbo-bachelor Associate degree degree bezit mbo4- diploma eisen inschrijving deel studiekeuzecheck opleiding slag dagen week teamverband opdrachten bedrijven vraagstuk werkcolleges opdoen kennis vaardigheden jaar basiskennis – cybersecurityprofessional slag werkcolleges opdrachten gebied veiligheid infrastructuur systemen organisaties programmeervaardigheden databases boosteractiviteiten opdrachten workshops presentaties ontwikkeling professional opdrachten portfolio jaar kennis gebied veiligheid jaar colleges workshops opdrachten betrekking Monitoring Hacking semester blok kennis thema doorstroomprogramma bachelor stage blok jaar werk afstudeeropdracht wijze opdracht studiepunten diploma doorstroomprogramma bacheloropleiding omvang duur doorstroomprogramma bacheloropleiding examencommissie bacheloropleiding vrijstellingen,"['workshops', 'opdrachten', 'dagen', 'bachelor', 'kennis', 'inschrijving', 'deel', 'vrijstellingen', 'eisen', 'portfolio', 'cybersecurityprofessional', 'cyberaanval', 'slag', 'werkcolleges', 'databases', 'diploma', 'thema', 'ontwikkeling', 'betrekking', 'studiekeuzecheck', 'kwetsbaarheden', 'boosteractiviteiten', 'blok', 'week', 'presentaties', 'basiskennis', 'examencommissie', 'mbo4-', 'vraagstuk', 'opdracht', 'semester', '–', 'studiepunten', 'hbo-bachelor', 'vaardigheden', 'organisaties', 'bacheloropleiding', 'Associate', 'stage', 'bedrijven', 'afstudeeropdracht', 'computersystemen', 'programmeervaardigheden', 'omvang', 'gebied', 'werk', 'opleiding', 'Hacking', 'doorstroomprogramma', 'duur', 'professional', 'opdoen', 'degree', 'Monitoring', 'bezit', 'teamverband', 'beveiliging', 'infrastructuur', 'veiligheid', 'colleges', 'wijze', 'systemen', 'jaar', 'bedrijf']"
smart media production,Hogeschool van Amsterdam,AD,Amsterdam,Nederlands,2 jaar,aanbiedingen sportmerk vakantiebestemming rollen trailers serie content wereld content Associate degree mbo'ers havisten ers hbo-opleiding ervaring bedrijfsleven bezit diploma jaar diploma toelatingsmogelijkheden hbo-opleiding studievertraging mbo-diploma afrondingsadvies hbo-opleiding Media content vermarkten behulp technologieën technologieën tools content studie werk omgeving medestudenten opdrachten opdrachtgevers Media jaar blokken blok thema Hacking beroepstaken leerresultaat werk vraagstukken praktijk week studie gebruik jaar blokken blok muzieklabel behulp technologie blok event toekomst media keuzeruimte minor blok Communicatie jaar bachelor afronding Ad-opleiding doorstroomprogramma bacheloropleiding omvang duur doorstroomprogramma bacheloropleiding geval bacheloropleidingen Communicatie blok doorstroomblok,"['tools', 'opdrachten', 'bachelor', 'vakantiebestemming', 'trailers', 'aanbiedingen', 'afrondingsadvies', 'toekomst', 'rollen', 'hbo-opleiding', 'leerresultaat', 'afronding', 'diploma', 'thema', 'studievertraging', 'ers', 'medestudenten', 'bacheloropleidingen', 'technologieën', 'Ad-opleiding', 'vermarkten', 'serie', 'blok', 'week', 'Media', 'blokken', 'geval', 'vraagstukken', 'wereld', 'ervaring', 'keuzeruimte', 'minor', 'praktijk', 'Associate', 'bacheloropleiding', 'beroepstaken', 'mbo-diploma', ""mbo'ers"", 'omvang', 'havisten', 'werk', 'omgeving', 'behulp', 'Hacking', 'Communicatie', 'studie', 'doorstroomprogramma', 'duur', 'degree', 'event', 'sportmerk', 'bezit', 'toelatingsmogelijkheden', 'opdrachtgevers', 'doorstroomblok', 'technologie', 'content', 'muzieklabel', 'media', 'gebruik', 'bedrijfsleven', 'jaar']"
software development,Hogeschool van Amsterdam,AD,Amsterdam,Nederlands,2 jaar,webapplicaties hbo-opleiding Associate degree Software slag opdrachten praktijk opleiding bachelor degree bezit mbo4- diploma eisen inschrijving deel studiekeuzecheck opleiding Software basis software team website webapplicatie opdrachten kennis vaardigheden opdrachten begeleiding docententeam ontwikkeling software toetsen hand portfolio jaar werk Software basis programmeertalen slag Javascript/Typescript methode manier team applicaties kennis opdrachten opdrachten Jouw kennis ontwikkeling assessment plaats opdrachten portfolio jaar werk opdrachten werkveld semester blok keuzemodule ontwikkeling doorstroomprogramma bachelor diploma toegang hbo-ict Ad-opleiding doorstroomprogramma Software Engineering examencommissie HvA-opleiding afspraken mate vrijstelling studenten instroom bachelor,"['opdrachten', 'bachelor', 'instroom', 'kennis', 'webapplicaties', 'Software', 'inschrijving', 'deel', 'basis', 'plaats', 'eisen', 'portfolio', 'werkveld', 'vrijstelling', 'slag', 'methode', 'hbo-opleiding', 'Engineering', 'website', 'diploma', 'keuzemodule', 'ontwikkeling', 'studenten', 'manier', 'studiekeuzecheck', 'assessment', 'hand', 'Ad-opleiding', 'toetsen', 'applicaties', 'blok', 'docententeam', 'hbo-ict', 'Javascript/Typescript', 'examencommissie', 'mbo4-', 'toegang', 'semester', 'vaardigheden', 'praktijk', 'Associate', 'begeleiding', 'afspraken', 'mate', 'werk', 'opleiding', 'webapplicatie', 'doorstroomprogramma', 'HvA-opleiding', 'software', 'degree', 'Jouw', 'bezit', 'programmeertalen', 'team', 'jaar']"
frontend design & development,Hogeschool van Amsterdam,AD,Amsterdam,Nederlands,2 jaar,passie problemen websites gebruiksvriendelijker webapplicaties degree opleiding jaar tijd hbo-diploma bezit vooropleidingseisen opleiding code problemen opleiding development teams opdrachten opdrachtgevers studieprogramma semesters semester kennis medestudenten docenten opleiding website opdrachtgever test opdrachten interactie informatiearchitectuur semester data websites server websites gebruiker gevoel control netwerkverbinding semester workflow tooling inzet project semester stage bedrijf studieonderdelen degree toepassing opdrachtgever degree basis vervolgopleiding vorm hbo-bachelor semester ruimte schakelprogramma basis afstuderen bachelor mogelijkheid bachelor hogeschool,"['opdrachten', 'gebruiker', 'hbo-diploma', 'kennis', 'webapplicaties', 'opdrachtgever', 'studieonderdelen', 'basis', 'afstuderen', 'bachelor', 'tooling', 'development', 'semesters', 'studieprogramma', 'control', 'website', 'interactie', 'gevoel', 'vervolgopleiding', 'test', 'mogelijkheid', 'medestudenten', 'passie', 'ruimte', 'informatiearchitectuur', 'data', 'workflow', 'websites', 'gebruiksvriendelijker', 'schakelprogramma', 'semester', 'project', 'hbo-bachelor', 'vooropleidingseisen', 'code', 'stage', 'docenten', 'server', 'teams', 'opleiding', 'netwerkverbinding', 'degree', 'vorm', 'tijd', 'bezit', 'toepassing', 'opdrachtgevers', 'hogeschool', 'problemen', 'inzet', 'jaar', 'bedrijf']"
biologie en medisch laboratoriumonderzoek,Avans Hogeschool,B,Breda,Nederlands,4 jaar,hbo-opleiding Biologie materialen technieken biologie oplossingen informatie cellen achtergrond belang werk onderzoeksresultaten BML-opleiding analist BML studiejaar modules lesweken module geheel theorie praktijk projectwerk keer zaken beroepenveld thema thema's oncologie biologie infectieziekten biotechnologie vwo-diploma verkort traject opleiding jaar jaar Biologie opleiding studiegenoten docenten duo's groepen vraagstukken vraagstukken werkveld beeld werk opleiding jaar disciplines biologie microbiologie histologie biochemie stukje onderzoek jaar BML-opleiding structuur jaar stof vraagstukken complexer jaar keuzes modules studieroute gebied onderzoek data-analyse bio-informatica aandacht mensen achtergrond jaar keuzes richting biologie onderzoek onderzoeksprojecten werkveld vrijekeuzemodules buitenland jaar BML-studie feite geheel volgorde modules slag werkveld middel stage afstudeeronderzoek meesterproef studie werk bachelor Biologie opleiding basis masterstudies Master Wetenschappen mogelijkheid certificate opleiding modules,"['basis', 'keuzes', 'technieken', 'microbiologie', 'volgorde', 'slag', 'hbo-opleiding', 'thema', 'structuur', 'masterstudies', 'afstudeeronderzoek', 'richting', 'infectieziekten', 'werk', 'studie', 'vwo-diploma', 'Master', 'feite', 'oplossingen', 'bachelor', 'informatie', 'vrijekeuzemodules', 'onderzoek', 'keer', 'verkort', 'beeld', 'Biologie', 'disciplines', 'BML-studie', 'buitenland', 'biotechnologie', 'mensen', 'geheel', 'data-analyse', 'groepen', 'opleiding', 'traject', 'histologie', 'werkveld', 'studieroute', 'onderzoeksresultaten', 'stukje', 'mogelijkheid', 'theorie', 'middel', 'onderzoeksprojecten', 'vraagstukken', 'beroepenveld', 'praktijk', ""thema's"", 'stage', 'Wetenschappen', 'projectwerk', 'analist', 'gebied', 'BML', 'modules', 'oncologie', 'biologie', 'cellen', 'materialen', 'jaar', 'belang', ""duo's"", 'studiegenoten', 'module', 'complexer', 'stof', 'BML-opleiding', 'bio-informatica', 'docenten', 'biochemie', 'lesweken', 'zaken', 'aandacht', 'certificate', 'studiejaar', 'achtergrond', 'meesterproef']"
bouwkunde,Avans Hogeschool,B,"Den Bosch, Tilburg",Nederlands,4 jaar,opleiding werk omgeving Thema's klimaat energieverbruik grondstoffen bebouwing professionals ontwerper gebouwontwerpen uitdaging gebouwen bouwmethodieken ontwerp energie gebruik biobased materialen sloop demontage hergebruik toekomst team opdrachtgevers ontwikkelaars ontwerpers adviseurs bedrijven eindgebruikers hbo-opleiding jaar studiejaar modules thema omgeving energietransitie materiaalgebruik modules samenwerking werkveld jaar mogelijkheid jaar kennis bouwkunde bouwproces ontwerp uitvoering richtingen opleiding ontwerp aantal uur week kennis praktijk middel project opdracht theorielessen communicatie wiskunde coaching ontwikkeling jaar opleiding route ontwerp modules richting ontwerp studiejaar ruimte praktijkervaring weken thema ontwikkeling jaar stagekeuze plaats werkveld ambities jaar jaar opties volgorde stage project onderzoek vrijekeuzemodule stage project vrijekeuzemodule stage keuze studie coach keuzes jaar opleiding proeve bekwaamheid bedrijf begeleiding opleiding hbo-opleiding Academie masteropleiding opleiding keuze overleg werkgever post-hbo-opleiding dag week school constructeursopleiding,"['ontwerper', 'kennis', 'plaats', 'keuzes', 'energie', 'volgorde', 'uitvoering', 'overleg', 'hbo-opleiding', 'gebouwontwerpen', 'thema', 'aantal', 'materiaalgebruik', 'theorielessen', 'ontwikkeling', 'proeve', 'werkgever', 'uur', 'opdracht', 'praktijkervaring', 'richting', 'bebouwing', 'begeleiding', 'wiskunde', 'werk', 'omgeving', 'studie', 'dag', 'gebruik', 'keuze', 'bedrijf', 'vrijekeuzemodule', 'onderzoek', 'ontwerpers', 'toekomst', 'adviseurs', 'uitdaging', 'energieverbruik', 'stagekeuze', 'week', 'communicatie', 'bouwkunde', 'samenwerking', 'school', 'eindgebruikers', 'bedrijven', 'opleiding', 'masteropleiding', 'demontage', 'opdrachtgevers', 'gebouwen', 'werkveld', 'bekwaamheid', 'grondstoffen', 'mogelijkheid', 'opties', 'bouwmethodieken', 'middel', 'biobased', 'project', 'praktijk', 'stage', 'klimaat', 'sloop', 'Academie', 'route', 'richtingen', 'modules', 'materialen', 'jaar', 'post-hbo-opleiding', 'coaching', 'coach', 'ontwerp', 'ruimte', 'weken', 'bouwproces', 'ambities', 'professionals', ""Thema's"", 'hergebruik', 'ontwikkelaars', 'constructeursopleiding', 'studiejaar', 'team', 'energietransitie']"
bouwtechnische bedrijfskunde,Avans Hogeschool,B,Tilburg,Nederlands,4 jaar,hbo-opleiding school praktijk voeten klei blik houding toekomst opdracht slag manieren dingen verantwoordelijkheidsgevoel budgetten veiligheid mensen handen opleiding jaar blokken weken motto voeten klei stages vraagstukken bedrijven slag gastcolleges excursies keren studenten slag opleiding jaar teken bouwtechniek gebouwen theorie bouwkunde blok stage slag praktijk bedrijfskunde jaar aandacht innovatie circulariteit opdrachten groepswerk helft jaar stage specialisatie werk project studenten opleidingen helft jaar vrijekeuzemodule vrijekeuzemodule hogeschool buitenland jaar teken onderzoek bedrijf hbo-opleiding master architect opleiding paar jaar post-hbo-opleiding bachelordiploma kanten vervolgopleiding,"['opdrachten', 'vrijekeuzemodule', 'houding', 'gastcolleges', 'dingen', 'onderzoek', 'paar', 'post-hbo-opleiding', 'kanten', 'excursies', 'toekomst', 'slag', 'motto', 'hbo-opleiding', 'helft', 'buitenland', 'master', 'vervolgopleiding', 'studenten', 'mensen', 'manieren', 'circulariteit', 'bedrijfskunde', 'theorie', 'bachelordiploma', 'stages', 'blok', 'weken', 'bouwtechniek', 'verantwoordelijkheidsgevoel', 'blokken', 'bouwkunde', 'voeten', 'vraagstukken', 'opdracht', 'project', 'school', 'budgetten', 'praktijk', 'stage', 'bedrijven', 'innovatie', 'werk', 'opleiding', 'teken', 'keren', 'aandacht', 'handen', 'architect', 'gebouwen', 'groepswerk', 'specialisatie', 'opleidingen', 'veiligheid', 'hogeschool', 'klei', 'blik', 'jaar', 'bedrijf']"
chemie,Avans Hogeschool,B,"Breda, Den Bosch",Nederlands,4 jaar,scheikunde wereld moleculen hbo Chemie kunststoffen medicijnen levensmiddelen stoffen meten scheikunde studie Proeven sporen medicijnen stoffen chemie producten medicijnen materialen secuur Herken Chemie opleiding Chemie locaties chemicus labs apparatuur ervaring mogelijkheden gebied polymeerontwikkeling chemie locaties thema's jaar hbo Chemie modules studiepunten module scheikunde project context lab slag jaar Chemie modules studiepunten context onderzoeksproject onderzoeksprojecten jaar vrijekeuzeruimte opleiding module opleiding jaar project studenten opleidingen Technologie jaar invulling volgorde jaren Technologie atelier modules interessegebied modules opleiding opleiding stage afstudeeronderzoek arbeidsmarkt jaar jaar studie Chemie invulling volgorde slag Technologie atelier stage afstudeeronderzoek afronding Chemie universiteiten masterdiploma Chemie opleiding basis chemiestudies masters master Universiteit,"['sporen', 'labs', 'chemie', 'chemicus', 'basis', 'kunststoffen', 'masterdiploma', 'onderzoeksproject', 'slag', 'mogelijkheden', 'context', 'polymeerontwikkeling', 'volgorde', 'atelier', 'afronding', 'master', 'vrijekeuzeruimte', 'studenten', 'module', 'lab', 'stoffen', 'onderzoeksprojecten', 'producten', 'locaties', 'Technologie', 'chemiestudies', 'studiepunten', 'project', 'wereld', 'ervaring', 'jaar', 'hbo', ""thema's"", 'stage', 'afstudeeronderzoek', 'universiteiten', 'jaren', 'gebied', 'secuur', 'opleiding', 'Universiteit', 'studie', 'modules', 'arbeidsmarkt', 'levensmiddelen', 'Proeven', 'meten', 'apparatuur', 'masters', 'opleidingen', 'scheikunde', 'invulling', 'Chemie', 'interessegebied', 'medicijnen', 'materialen', 'Herken', 'moleculen']"
